ID,x,y;ID,x,y;ID,x,y;ID,x,y;Time Frame was Captured;Time Packet was Sent;DLC_Latency#DeltaPacketTime#ValuesUpdate#FrameCreated
0,19.698002,127.51659;1,110.42551,123.20749;2,20.089823,216.8339;3,112.16976,216.71419;1739338665.2842183;1739338665.29284;0.008622407913208008#0.00576#1739338665.29289#1739338665.29405
0,19.698002,127.51659;1,110.42551,123.20749;2,20.089823,216.8339;3,112.16976,216.71419;1739338665.2842183;1739338665.2989962;0.014779090881347656#0.00615#1739338665.29904#1739338665.30012
0,19.529243,127.46297;1,110.75395,123.05782;2,20.02493,217.141;3,112.60697,217.79887;1739338665.294237;1739338665.305357;0.011121511459350586#0.00637#1739338665.30542#1739338665.30619
0,18.706285,127.25096;1,109.25488,123.72532;2,19.556057,217.90822;3,111.75565,217.54442;1739338665.3042343;1739338665.3108745;0.006641387939453125#0.00551#1739338665.31092#1739338665.31223
0,18.706285,127.25096;1,109.25488,123.72532;2,19.556057,217.90822;3,111.75565,217.54442;1739338665.3042343;1739338665.317622;0.013388872146606445#0.00675#1739338665.31767#1739338665.31831
0,18.867968,127.54843;1,110.868645,123.30811;2,19.930738,218.01828;3,112.81541,217.25908;1739338665.3142366;1739338665.3234737;0.009238004684448242#0.00586#1739338665.32353#1739338665.32441
0,18.867968,127.54843;1,110.868645,123.30811;2,19.930738,218.01828;3,112.81541,217.25908;1739338665.3142366;1739338665.3292184;0.01498270034790039#0.00574#1739338665.32927#1739338665.33041
0,18.601452,127.98045;1,110.27301,123.42521;2,19.700434,217.91118;3,113.55683,218.58731;1739338665.3242722;1739338665.3352232;0.010952234268188477#0.006#1739338665.33528#1739338665.33647
0,19.354837,128.11482;1,110.83802,122.831116;2,19.883549,215.52884;3,111.75194,216.75874;1739338665.3342695;1739338665.341092;0.006823539733886719#0.00587#1739338665.34114#1739338665.34254
0,19.354837,128.11482;1,110.83802,122.831116;2,19.883549,215.52884;3,111.75194,216.75874;1739338665.3342695;1739338665.3470306;0.012762308120727539#0.00595#1739338665.34708#1739338665.3486
0,19.349615,127.949005;1,110.124756,123.02118;2,20.13568,217.5717;3,112.00976,217.18918;1739338665.3442836;1739338665.3535829;0.009299993515014648#0.00655#1739338665.35363#1739338665.3547
0,19.349615,127.949005;1,110.124756,123.02118;2,20.13568,217.5717;3,112.00976,217.18918;1739338665.3442836;1739338665.359209;0.014926433563232422#0.00563#1739338665.35926#1739338665.36072
0,18.93426,127.5592;1,110.55737,122.76777;2,20.00899,217.50818;3,112.4717,217.40474;1739338665.3542905;1739338665.3657868;0.011497259140014648#0.00658#1739338665.36584#1739338665.36677
0,18.766806,127.28893;1,110.36783,122.81795;2,19.453243,217.97311;3,112.474785,217.35327;1739338665.3642857;1739338665.3719902;0.0077059268951416016#0.00621#1739338665.37205#1739338665.37287
0,18.766806,127.28893;1,110.36783,122.81795;2,19.453243,217.97311;3,112.474785,217.35327;1739338665.3642857;1739338665.3776364;0.0133514404296875#0.00564#1739338665.37769#1739338665.3789
0,19.242043,127.55832;1,110.726006,122.35761;2,19.726997,217.71983;3,112.42146,216.24731;1739338665.3743033;1739338665.3832908;0.008988618850708008#0.00565#1739338665.38333#1739338665.385
0,19.242043,127.55832;1,110.726006,122.35761;2,19.726997,217.71983;3,112.42146,216.24731;1739338665.3743033;1739338665.3899632;0.015661239624023438#0.00668#1739338665.39001#1739338665.39104
0,19.100088,127.40571;1,110.55287,123.1756;2,19.93091,215.67755;3,112.04284,215.61134;1739338665.3843162;1739338665.3954973;0.011181831359863281#0.00553#1739338665.39555#1739338665.39708
0,19.196733,127.6629;1,110.50113,122.44307;2,19.273111,217.70729;3,112.50685,217.95903;1739338665.3943112;1739338665.4016924;0.007382869720458984#0.0062#1739338665.40174#1739338665.40314
0,19.196733,127.6629;1,110.50113,122.44307;2,19.273111,217.70729;3,112.50685,217.95903;1739338665.3943112;1739338665.407377;0.013067245483398438#0.00568#1739338665.40743#1739338665.4092
0,19.176577,126.880775;1,110.067764,122.97587;2,20.056772,215.46828;3,112.42886,217.04875;1739338665.4043224;1739338665.413785;0.009463787078857422#0.00641#1739338665.41383#1739338665.41529
0,19.176577,126.880775;1,110.067764,122.97587;2,20.056772,215.46828;3,112.42886,217.04875;1739338665.4043224;1739338665.4205914;0.016269922256469727#0.00681#1739338665.42064#1739338665.42133
0,19.250341,127.09367;1,111.102066,122.25751;2,19.769217,217.41524;3,112.2243,217.16504;1739338665.4143221;1739338665.425813;0.011491775512695312#0.00522#1739338665.42586#1739338665.42739
0,18.54116,127.472855;1,110.04017,122.3254;2,19.956738,216.76955;3,112.154564,216.95903;1739338665.4243448;1739338665.432093;0.007749080657958984#0.00628#1739338665.43214#1739338665.43344
0,18.54116,127.472855;1,110.04017,122.3254;2,19.956738,216.76955;3,112.154564,216.95903;1739338665.4243448;1739338665.4384289;0.014085531234741211#0.00634#1739338665.43848#1739338665.43951
0,19.410707,127.41019;1,110.36904,122.590866;2,20.157272,215.73355;3,111.9672,216.34235;1739338665.4343452;1739338665.4449708;0.010627031326293945#0.00655#1739338665.44503#1739338665.44558
0,18.651295,127.13674;1,110.50583,122.34601;2,19.97122,217.37099;3,112.13362,216.93329;1739338665.4443612;1739338665.4501956;0.005835294723510742#0.00522#1739338665.45024#1739338665.45162
0,18.651295,127.13674;1,110.50583,122.34601;2,19.97122,217.37099;3,112.13362,216.93329;1739338665.4443612;1739338665.4566615;0.012301206588745117#0.00647#1739338665.45671#1739338665.45769
0,17.832222,126.03871;1,112.011,121.202835;2,22.95354,210.74216;3,110.82671,209.80327;1739338665.4543653;1739338665.4623423;0.007977962493896484#0.00568#1739338665.46239#1739338665.46374
0,17.832222,126.03871;1,112.011,121.202835;2,22.95354,210.74216;3,110.82671,209.80327;1739338665.4543653;1739338665.468062;0.013697385787963867#0.00572#1739338665.4681#1739338665.46981
0,112.19979,31.882374;1,203.30707,30.618153;2,112.560394,121.75827;3,204.89268,119.094666;1739338665.4643776;1739338665.474557;0.01018071174621582#0.00651#1739338665.47461#1739338665.47587
0,112.60196,33.308353;1,202.47902,32.554718;2,112.23006,122.03596;3,205.8828,120.85589;1739338665.474402;1739338665.4806228;0.0062220096588134766#0.00605#1739338665.48067#1739338665.48195
0,112.60196,33.308353;1,202.47902,32.554718;2,112.23006,122.03596;3,205.8828,120.85589;1739338665.474402;1739338665.487598;0.013196945190429688#0.00698#1739338665.48765#1739338665.48801
0,112.54298,32.13361;1,201.81581,30.74501;2,111.53732,122.81725;3,205.13788,120.326965;1739338665.4844046;1739338665.4927695;0.008366107940673828#0.00516#1739338665.49281#1739338665.49405
0,112.54298,32.13361;1,201.81581,30.74501;2,111.53732,122.81725;3,205.13788,120.326965;1739338665.4844046;1739338665.49949;0.015086174011230469#0.00672#Open Loop#Open Loop
0,112.779755,31.83865;1,201.63493,30.966387;2,111.69528,122.12925;3,206.38498,120.24314;1739338665.4944136;1739338665.5055165;0.01110386848449707#0.00604#Open Loop#Open Loop
0,112.77683,32.31115;1,203.71204,31.287508;2,112.22614,122.3787;3,205.98442,119.72307;1739338665.504408;1739338665.5108721;0.00646519660949707#0.00534#Open Loop#Open Loop
0,112.77683,32.31115;1,203.71204,31.287508;2,112.22614,122.3787;3,205.98442,119.72307;1739338665.504408;1739338665.516706;0.012299299240112305#0.00584#Open Loop#Open Loop
0,112.55253,31.779081;1,203.16835,31.128902;2,111.887726,122.51959;3,205.2267,120.30027;1739338665.5144162;1739338665.5232124;0.008797407150268555#0.00651#Open Loop#Open Loop
0,112.55253,31.779081;1,203.16835,31.128902;2,111.887726,122.51959;3,205.2267,120.30027;1739338665.5144162;1739338665.5292766;0.014861583709716797#0.00606#Open Loop#Open Loop
0,112.513824,32.936604;1,203.16963,31.776241;2,111.50674,122.358025;3,205.16588,119.85205;1739338665.5244389;1739338665.535002;0.010564565658569336#0.00573#Open Loop#Open Loop
0,112.52183,31.963707;1,202.94847,30.652203;2,112.264145,121.63819;3,205.32686,121.00034;1739338665.5344381;1739338665.541791;0.007353782653808594#0.00679#Open Loop#Open Loop
0,112.52183,31.963707;1,202.94847,30.652203;2,112.264145,121.63819;3,205.32686,121.00034;1739338665.5344381;1739338665.547228;0.012791156768798828#0.00544#Open Loop#Open Loop
0,112.26035,31.334393;1,202.80551,30.512169;2,111.584656,122.55202;3,205.49829,119.95557;1739338665.5444362;1739338665.5535152;0.009080171585083008#0.00629#Open Loop#Open Loop
0,112.26035,31.334393;1,202.80551,30.512169;2,111.584656,122.55202;3,205.49829,119.95557;1739338665.5444362;1739338665.5594416;0.015006542205810547#0.00592#Open Loop#Open Loop
0,112.6553,31.895094;1,203.6366,30.838634;2,112.312386,120.889725;3,205.60918,120.31969;1739338665.554459;1739338665.5654716;0.01101374626159668#0.00603#Open Loop#Open Loop
0,112.399025,31.791958;1,204.51208,30.933609;2,111.65171,122.860214;3,205.37004,120.2989;1739338665.5644429;1739338665.5720496;0.007607698440551758#0.00658#Open Loop#Open Loop
0,112.399025,31.791958;1,204.51208,30.933609;2,111.65171,122.860214;3,205.37004,120.2989;1739338665.5644429;1739338665.5774772;0.013035297393798828#0.00542#Open Loop#Open Loop
0,112.536575,32.739902;1,202.70753,31.930313;2,111.760185,122.364265;3,204.94533,119.85748;1739338665.5744746;1739338665.5833516;0.008877992630004883#0.00588#Open Loop#Open Loop
0,112.536575,32.739902;1,202.70753,31.930313;2,111.760185,122.364265;3,204.94533,119.85748;1739338665.5744746;1739338665.5900455;0.015572071075439453#0.00669#Open Loop#Open Loop
0,112.40912,31.856396;1,202.63509,31.17693;2,111.48755,122.5542;3,205.83794,120.15417;1739338665.5845208;1739338665.5957637;0.011243820190429688#0.00572#Open Loop#Open Loop
0,112.375244,31.464787;1,201.99895,30.652302;2,112.06154,121.70166;3,205.67375,120.10515;1739338665.5944912;1739338665.6019537;0.0074634552001953125#0.00619#Open Loop#Open Loop
0,112.375244,31.464787;1,201.99895,30.652302;2,112.06154,121.70166;3,205.67375,120.10515;1739338665.5944912;1739338665.6074154;0.012925148010253906#0.00546#Open Loop#Open Loop
0,112.412315,32.059204;1,202.3443,30.99455;2,112.11937,120.819244;3,205.46765,119.38531;1739338665.6044881;1739338665.6139967;0.009509801864624023#0.00658#Open Loop#Open Loop
0,112.412315,32.059204;1,202.3443,30.99455;2,112.11937,120.819244;3,205.46765,119.38531;1739338665.6044881;1739338665.620332;0.01584458351135254#0.00633#Open Loop#Open Loop
0,112.84654,32.23453;1,202.45993,31.018824;2,111.518425,123.33011;3,206.22217,119.521225;1739338665.6144915;1739338665.6260486;0.011558055877685547#0.00572#Open Loop#Open Loop
0,112.668884,32.40099;1,203.3162,31.641735;2,111.574524,122.54496;3,206.03186,120.08764;1739338665.6245265;1739338665.631874;0.007348775863647461#0.00582#Open Loop#Open Loop
0,112.668884,32.40099;1,203.3162,31.641735;2,111.574524,122.54496;3,206.03186,120.08764;1739338665.6245265;1739338665.6384325;0.013907194137573242#0.00656#Open Loop#Open Loop
0,112.39763,31.808567;1,202.31836,30.712727;2,111.69957,121.97035;3,206.65053,119.36623;1739338665.634534;1739338665.6441936;0.009660720825195312#0.00576#Open Loop#Open Loop
0,112.394165,30.908955;1,203.0296,31.07941;2,111.3704,122.69931;3,205.92908,120.60131;1739338665.634534;1739338665.650085;0.015552043914794922#0.00589#Open Loop#Open Loop
0,112.394165,30.908955;1,203.0296,31.07941;2,111.3704,122.69931;3,205.92908,120.60131;1739338665.644575;1739338665.6567633;0.012189149856567383#0.00668#Open Loop#Open Loop
0,112.518814,31.867617;1,202.68552,30.905231;2,112.44547,120.21425;3,205.6366,119.0152;1739338665.6545415;1739338665.662097;0.007556438446044922#0.00533#Open Loop#Open Loop
0,112.518814,31.867617;1,202.68552,30.905231;2,112.44547,120.21425;3,205.6366,119.0152;1739338665.6545415;1739338665.6685722;0.014031648635864258#0.00648#Open Loop#Open Loop
0,19.89292,127.77284;1,110.451126,122.42428;2,19.653215,217.94931;3,112.98858,217.39796;1739338665.6645582;1739338665.6744263;0.00986933708190918#0.00585#Open Loop#Open Loop
0,19.624672,128.07361;1,110.11179,123.24047;2,19.85485,217.6433;3,112.812836,217.88321;1739338665.6645582;1739338665.6812766;0.016719579696655273#0.00685#Open Loop#Open Loop
0,19.624672,128.07361;1,110.11179,123.24047;2,19.85485,217.6433;3,112.812836,217.88321;1739338665.674568;1739338665.6871567;0.012590169906616211#0.00588#Open Loop#Open Loop
0,19.189156,127.655716;1,110.37312,123.21263;2,20.245962,216.7153;3,112.39839,216.60193;1739338665.6845624;1739338665.692602;0.008041143417358398#0.00545#Open Loop#Open Loop
0,19.189156,127.655716;1,110.37312,123.21263;2,20.245962,216.7153;3,112.39839,216.60193;1739338665.6845624;1739338665.6986313;0.014069795608520508#0.00603#Open Loop#Open Loop
0,18.911512,127.18352;1,110.41814,122.87198;2,19.851776,216.8347;3,112.18331,217.47601;1739338665.6945934;1739338665.705107;0.010514974594116211#0.00648#Open Loop#Open Loop
0,18.827803,127.760864;1,110.11429,123.38762;2,19.988813,217.19656;3,112.20776,217.36325;1739338665.704629;1739338665.7108946;0.006267070770263672#0.00579#Open Loop#Open Loop
0,18.827803,127.760864;1,110.11429,123.38762;2,19.988813,217.19656;3,112.20776,217.36325;1739338665.704629;1739338665.7165666;0.01193857192993164#0.00567#Open Loop#Open Loop
0,18.527489,127.63991;1,110.30246,122.94165;2,20.021261,217.7445;3,112.03587,216.45116;1739338665.7145762;1739338665.723344;0.008768796920776367#0.00679#Open Loop#Open Loop
0,18.527489,127.63991;1,110.30246,122.94165;2,20.021261,217.7445;3,112.03587,216.45116;1739338665.7145762;1739338665.7291958;0.014620542526245117#0.00584#Open Loop#Open Loop
0,18.93295,127.99958;1,110.554535,122.99318;2,20.087946,217.44704;3,112.28521,217.20631;1739338665.724601;1739338665.7350569;0.010457754135131836#0.00587#Open Loop#Open Loop
0,18.506416,127.604935;1,110.50534,123.051674;2,20.208553,216.78055;3,112.70588,216.77611;1739338665.734594;1739338665.7418559;0.007262706756591797#0.00679#Open Loop#Open Loop
0,18.506416,127.604935;1,110.50534,123.051674;2,20.208553,216.78055;3,112.70588,216.77611;1739338665.734594;1739338665.7472105;0.012617349624633789#0.00535#Open Loop#Open Loop
0,18.859612,126.99253;1,110.69589,122.99561;2,20.077028,217.70996;3,112.46308,218.00316;1739338665.7445993;1739338665.7537901;0.00919198989868164#0.00658#Open Loop#Open Loop
0,18.859612,126.99253;1,110.69589,122.99561;2,20.077028,217.70996;3,112.46308,218.00316;1739338665.7445993;1739338665.7598526;0.015254020690917969#0.00606#Open Loop#Open Loop
0,19.17439,127.59165;1,109.32849,123.91747;2,20.15599,217.32152;3,112.51956,218.02618;1739338665.754755;1739338665.7652495;0.010495901107788086#0.0054#Open Loop#Open Loop
0,19.77527,127.71479;1,111.06009,122.63107;2,19.285982,217.81183;3,112.34654,216.81004;1739338665.7646167;1739338665.771753;0.007137298583984375#0.0065#Open Loop#Open Loop
0,19.77527,127.71479;1,111.06009,122.63107;2,19.285982,217.81183;3,112.34654,216.81004;1739338665.7646167;1739338665.7771704;0.012554645538330078#0.00542#Open Loop#Open Loop
0,18.914366,127.51585;1,109.76866,122.3169;2,20.364748,216.75238;3,112.58771,217.85626;1739338665.7746537;1739338665.7836902;0.009037494659423828#0.00651#Open Loop#Open Loop
0,18.914366,127.51585;1,109.76866,122.3169;2,20.364748,216.75238;3,112.58771,217.85626;1739338665.7746537;1739338665.7900116;0.01535940170288086#0.00633#Open Loop#Open Loop
0,19.486229,127.429016;1,110.40952,122.517006;2,20.798323,215.56464;3,112.321175,216.21489;1739338665.784648;1739338665.7957993;0.011152267456054688#0.00579#Open Loop#Open Loop
0,18.97919,127.42288;1,110.70004,122.35334;2,19.175312,217.5269;3,112.637985,217.44669;1739338665.794662;1739338665.8015547;0.00689387321472168#0.00575#Open Loop#Open Loop
0,18.97919,127.42288;1,110.70004,122.35334;2,19.175312,217.5269;3,112.637985,217.44669;1739338665.794662;1739338665.807724;0.01306295394897461#0.00618#Open Loop#Open Loop
0,18.517193,127.22363;1,109.615204,124.16745;2,19.29432,217.54974;3,112.80766,217.51434;1739338665.8054397;1739338665.813898;0.008459329605102539#0.00617#Open Loop#Open Loop
0,18.517193,127.22363;1,109.615204,124.16745;2,19.29432,217.54974;3,112.80766,217.51434;1739338665.8054397;1739338665.820388;0.014949321746826172#0.00649#Open Loop#Open Loop
0,18.670504,127.23886;1,111.14917,122.94566;2,20.030512,217.40457;3,111.94547,216.24971;1739338665.8146718;1739338665.8259187;0.011247634887695312#0.00553#Open Loop#Open Loop
0,19.098896,127.81569;1,109.94073,122.32254;2,20.231922,217.25883;3,112.46861,217.40952;1739338665.82468;1739338665.8321357;0.007456541061401367#0.00621#Open Loop#Open Loop
0,19.098896,127.81569;1,109.94073,122.32254;2,20.231922,217.25883;3,112.46861,217.40952;1739338665.82468;1739338665.8387418;0.014062643051147461#0.00662#Open Loop#Open Loop
0,19.36539,127.88978;1,110.96571,122.4098;2,20.934252,215.31932;3,112.33741,217.18001;1739338665.8346972;1739338665.8439798;0.00928354263305664#0.00523#Open Loop#Open Loop
0,19.36539,127.88978;1,110.96571,122.4098;2,20.934252,215.31932;3,112.33741,217.18001;1739338665.8346972;1739338665.8501635;0.015467166900634766#0.00619#Open Loop#Open Loop
0,19.573689,127.68184;1,110.21332,122.180954;2,20.322796,217.9812;3,112.53212,216.99356;1739338665.8446925;1739338665.8565662;0.011875391006469727#0.0064#Open Loop#Open Loop
0,18.956919,128.3508;1,110.38586,124.383675;2,20.35508,217.21536;3,112.2139,217.55644;1739338665.854708;1739338665.8621027;0.007395744323730469#0.00554#Open Loop#Open Loop
0,18.956919,128.3508;1,110.38586,124.383675;2,20.35508,217.21536;3,112.2139,217.55644;1739338665.854708;1739338665.8684561;0.013749361038208008#0.00635#Open Loop#Open Loop
0,18.937399,127.727066;1,110.08203,123.21852;2,20.72351,217.62656;3,111.99463,217.54872;1739338665.864703;1739338665.874657;0.00995492935180664#0.00622#Open Loop#Open Loop
0,19.013554,127.61128;1,110.76047,122.70759;2,19.344822,217.65924;3,112.12367,217.23378;1739338665.864703;1739338665.8806653;0.015963315963745117#0.006#Open Loop#Open Loop
0,19.013554,127.61128;1,110.76047,122.70759;2,19.344822,217.65924;3,112.12367,217.23378;1739338665.874736;1739338665.8869417;0.012206554412841797#0.00628#Open Loop#Open Loop
0,19.497288,127.446655;1,110.796844,123.15972;2,21.12803,214.95474;3,112.26294,217.60199;1739338665.884729;1739338665.8925436;0.007815837860107422#0.0056#Open Loop#Open Loop
0,19.497288,127.446655;1,110.796844,123.15972;2,21.12803,214.95474;3,112.26294,217.60199;1739338665.884729;1739338665.8983808;0.013653278350830078#0.00583#Open Loop#Open Loop
0,18.808645,127.57807;1,110.004395,123.22329;2,20.36537,217.29248;3,112.242134,216.75732;1739338665.8955238;1739338665.9051213;0.009598731994628906#0.00675#Open Loop#Open Loop
0,19.113897,127.90277;1,110.28405,123.6143;2,20.311779,217.7804;3,112.75278,217.08926;1739338665.904751;1739338665.9107623;0.0060122013092041016#0.00564#Open Loop#Open Loop
0,19.113897,127.90277;1,110.28405,123.6143;2,20.311779,217.7804;3,112.75278,217.08926;1739338665.904751;1739338665.9166212;0.011871814727783203#0.00586#Open Loop#Open Loop
0,19.483976,127.96846;1,110.37948,122.855446;2,20.612318,217.65146;3,112.22856,217.1932;1739338665.9147456;1739338665.9231386;0.008394002914428711#0.00652#Open Loop#Open Loop
0,19.483976,127.96846;1,110.37948,122.855446;2,20.612318,217.65146;3,112.22856,217.1932;1739338665.9147456;1739338665.929068;0.014323949813842773#0.00592#Open Loop#Open Loop
0,18.514685,127.31085;1,110.66016,123.15299;2,19.90501,217.44002;3,112.12667,216.77832;1739338665.9247766;1739338665.9351444;0.010369062423706055#0.00608#Open Loop#Open Loop
0,18.963846,127.78596;1,110.31204,122.47114;2,20.483194,215.31665;3,112.19231,216.8831;1739338665.9347796;1739338665.941168;0.006389617919921875#0.00602#Open Loop#Open Loop
0,18.963846,127.78596;1,110.31204,122.47114;2,20.483194,215.31665;3,112.19231,216.8831;1739338665.9347796;1739338665.9470587;0.012279987335205078#0.00589#Open Loop#Open Loop
0,19.146273,127.78626;1,110.16209,122.63437;2,19.72121,217.75598;3,112.19107,216.23329;1739338665.9447994;1739338665.9535155;0.008717060089111328#0.00646#Open Loop#Open Loop
0,19.146273,127.78626;1,110.16209,122.63437;2,19.72121,217.75598;3,112.19107,216.23329;1739338665.9447994;1739338665.9596505;0.014852523803710938#0.00613#Open Loop#Open Loop
0,17.574215,126.54825;1,111.81745,122.14529;2,25.197554,211.4681;3,112.07556,206.40741;1739338665.9548068;1739338665.965555;0.010749578475952148#0.0059#Open Loop#Open Loop
0,112.85757,32.037113;1,204.26236,31.070211;2,112.21447,120.91756;3,206.01088,119.3174;1739338665.9647963;1739338665.971856;0.007060527801513672#0.00629#Open Loop#Open Loop
0,112.85757,32.037113;1,204.26236,31.070211;2,112.21447,120.91756;3,206.01088,119.3174;1739338665.9647963;1739338665.9775162;0.012721061706542969#0.00567#Open Loop#Open Loop
0,112.09072,33.145206;1,203.06154,32.113018;2,112.005104,122.462524;3,205.76422,120.34914;1739338665.9748127;1739338665.9832125;0.008400917053222656#0.00568#Open Loop#Open Loop
0,112.09072,33.145206;1,203.06154,32.113018;2,112.005104,122.462524;3,205.76422,120.34914;1739338665.9748127;1739338665.990012;0.015200376510620117#0.0068#Open Loop#Open Loop
0,112.41204,31.627586;1,203.00269,31.045734;2,111.97207,121.07915;3,206.21121,120.304726;1739338665.9848135;1739338665.9955812;0.010769367218017578#0.00557#Open Loop#Open Loop
