ID,x,y;ID,x,y;ID,x,y;ID,x,y;ID,x,y;ID,x,y;Time Frame was Captured;Time Packet was Sent;DLC_Latency#DeltaPacketTime#ValuesUpdate#FrameCreated
0,32.821182,122.17863;1,127.24735,120.81318;2,36.065056,214.53484;3,127.762886,214.76549;1739246920.0946689;1739246920.1139638;0.01929616928100586#0.05065#PreStim#PreStim
0,33.414093,122.59996;1,126.20128,120.8383;2,35.981277,214.0187;3,126.33578,214.78386;1739246920.1046913;1739246920.1342142;0.02952408790588379#0.02027#PreStim#PreStim
0,34.61248,124.80171;1,126.70776,121.45894;2,37.43083,214.55801;3,127.53102,214.97894;1739246920.1247482;1739246920.1451013;0.020354270935058594#0.01087#PreStim#PreStim
0,34.1065,122.32637;1,128.39922,121.22768;2,37.903183,214.8761;3,128.17271,214.86699;1739246920.1447175;1739246920.1564262;0.01170969009399414#0.01131#PreStim#PreStim
0,35.225475,124.6019;1,128.41547,121.057594;2,37.64725,214.64822;3,127.64285,215.88298;1739246920.154744;1739246920.1756313;0.020888805389404297#0.01922#PreStim#PreStim
0,34.012016,122.8464;1,127.93087,121.1946;2,37.693565,214.109;3,128.07132,214.46414;1739246920.1747358;1739246920.191181;0.016446590423583984#0.01554#PreStim#PreStim
0,34.963833,121.62522;1,128.9445,120.419785;2,38.16678,213.3343;3,129.2656,213.59297;1739246920.1847634;1739246920.2101648;0.025402069091796875#0.01899#PreStim#PreStim
0,35.59485,121.12592;1,129.06818,119.37187;2,38.568703,210.77382;3,129.50102,212.93062;1739246920.204766;1739246920.2169633;0.012198686599731445#0.00679#PreStim#PreStim
0,34.439816,120.25793;1,128.4389,118.92307;2,37.01537,211.71632;3,128.76965,212.35565;1739246920.2147882;1739246920.231244;0.016457080841064453#0.0143#PreStim#PreStim
0,34.223663,120.58656;1,127.63213,118.72411;2,36.60244,211.65703;3,128.21054,211.81693;1739246920.2247932;1739246920.2370498;0.012258052825927734#0.00579#PreStim#PreStim
0,33.179794,119.69461;1,126.82486,117.784164;2,35.948933,211.37901;3,127.30016,211.68898;1739246920.2348213;1739246920.248773;0.013953447341918945#0.01173#PreStim#PreStim
0,33.49829,118.1511;1,127.15311,118.158295;2,35.905293,211.8368;3,127.24079,212.00491;1739246920.244825;1739246920.2678452;0.023021459579467773#0.01908#PreStim#PreStim
0,34.668175,118.14281;1,128.72325,117.935104;2,37.3241,210.92332;3,129.29056,211.41614;1739246920.264812;1739246920.287067;0.02225661277770996#0.01922#PreStim#PreStim
0,34.415733,119.42932;1,128.72891,118.2619;2,37.25815,211.18544;3,128.56879,211.99374;1739246920.2848318;1739246920.3020034;0.017173290252685547#0.01493#PreStim#PreStim
0,33.162212,119.87313;1,127.96359,118.81478;2,36.316917,213.12852;3,127.366486,213.53494;1739246920.294854;1739246920.3167577;0.021905183792114258#0.01475#PreStim#PreStim
0,32.81309,122.91839;1,125.992714,122.179344;2,35.739964,215.73943;3,126.746796,216.17848;1739246920.3148532;1739246920.3387692;0.023916959762573242#0.02203#PreStim#PreStim
0,34.49765,126.37113;1,126.42942,125.34945;2,37.601967,217.70567;3,128.46263,219.18361;1739246920.3349044;1739246920.3572922;0.02238917350769043#0.01853#PreStim#PreStim
0,36.229713,127.11682;1,127.87222,125.57182;2,38.27543,218.9464;3,129.41211,219.45569;1739246920.3549027;1739246920.376145;0.02124333381652832#0.01883#PreStim#PreStim
0,36.45508,127.29788;1,127.9547,124.7999;2,38.06631,217.16158;3,128.50014,217.71141;1739246920.3749094;1739246920.3917363;0.016828298568725586#0.01559#PreStim#PreStim
0,35.47501,126.10959;1,127.449425,123.318184;2,37.81388,215.31915;3,127.74007,216.64124;1739246920.3849216;1739246920.4078474;0.022927522659301758#0.01611#PreStim#PreStim
0,34.260452,122.48193;1,128.7901,120.607376;2,37.056015,213.24149;3,128.02803,214.13503;1739246920.4049356;1739246920.423718;0.0187835693359375#0.01588#PreStim#PreStim
0,33.158054,120.83511;1,127.19571,119.892105;2,36.360806,212.6504;3,127.56028,213.64565;1739246920.4149668;1739246920.4391317;0.024166345596313477#0.01541#PreStim#PreStim
0,32.49428,119.31425;1,126.37492,117.53294;2,34.41352,210.90703;3,126.85901,212.17082;1739246920.4349716;1739246920.4545684;0.019598722457885742#0.01542#PreStim#PreStim
0,33.377632,117.92413;1,127.005226,116.7055;2,35.844948,208.95023;3,126.94064,209.69806;1739246920.444965;1739246920.470021;0.025057554244995117#0.01545#PreStim#PreStim
0,34.353363,117.28949;1,127.85202,116.53911;2,36.565353,210.14435;3,128.06026,210.57875;1739246920.4649854;1739246920.4922802;0.027296066284179688#0.02227#PreStim#PreStim
0,34.592014,118.457054;1,128.8318,117.44744;2,37.705173,210.35068;3,129.01027,211.66545;1739246920.485014;1739246920.5113444;0.02633190155029297#0.01905#PreStim#PreStim
0,34.421738,120.64682;1,128.38942,119.545105;2,37.4789,212.20149;3,128.45374,213.06508;1739246920.5050278;1739246920.5298765;0.02485060691833496#0.01854#PreStim#PreStim
0,33.91634,124.7124;1,127.34484,122.064644;2,36.60566,215.3981;3,127.54759,215.05626;1739246920.5250409;1739246920.5456517;0.020612478256225586#0.01577#PreStim#PreStim
0,35.127728,124.7026;1,127.74128,122.74505;2,37.360138,216.6202;3,128.1921,217.85641;1739246920.5450463;1739246920.5613396;0.016294240951538086#0.01569#PreStim#PreStim
0,34.37487,125.33698;1,126.82563,124.39309;2,37.675713,217.62483;3,127.85338,217.46779;1739246920.5550532;1739246920.5771587;0.022106647491455078#0.01583#PreStim#PreStim
0,34.496746,126.45313;1,126.80159,123.73839;2,36.902725,217.7312;3,126.896416,216.48851;1739246920.5750625;1739246920.5930974;0.0180361270904541#0.01593#PreStim#PreStim
0,34.534637,126.11861;1,127.47818,123.25448;2,37.788162,216.86523;3,128.08122,217.39307;1739246920.5850856;1739246920.608498;0.023413896560668945#0.0154#PreStim#PreStim
0,35.380157,124.4607;1,128.70563,121.85119;2,37.57288,214.75664;3,128.077,215.8711;1739246920.6050942;1739246920.632197;0.027103900909423828#0.02372#1739246920.63228#1739246920.63566
0,33.661373,122.78656;1,127.91523,120.868935;2,36.37515,213.50793;3,126.97151,213.20999;1739246920.6251183;1739246920.6493006;0.02418375015258789#0.01715#1739246920.64943#1739246920.65091
0,32.536507,119.546936;1,126.06435,118.839584;2,35.509235,212.81593;3,127.2359,212.97342;1739246920.6451688;1739246920.6679626;0.02279520034790039#0.01859#1739246920.66802#1739246920.67643
0,33.528267,118.721115;1,126.75089,117.8093;2,36.527718,211.87756;3,127.47848,211.48213;1739246920.6651673;1739246920.682572;0.017405986785888672#0.01461#1739246920.68263#1739246920.69064
0,33.790432,120.218544;1,127.85388,117.8432;2,36.958523,210.98137;3,128.17526,212.47826;1739246920.6751635;1739246920.698009;0.02284693717956543#0.01543#1739246920.69807#1739246920.70622
0,34.73877,118.70533;1,129.09238,117.79251;2,37.55695,211.29199;3,129.58224,211.8645;1739246920.6951895;1739246920.7129402;0.017752647399902344#0.01493#1739246920.713#1739246920.72095
0,34.638733,118.833664;1,128.74951,117.79042;2,37.677307,210.83817;3,129.23402,211.60591;1739246920.7051826;1739246920.73561;0.030429363250732422#0.02268#1739246920.73569#1739246920.73718
0,34.148617,120.29999;1,127.59955,119.91404;2,36.815617,212.73164;3,127.606705,212.89008;1739246920.7352011;1739246920.7543461;0.019146442413330078#0.01873#1739246920.75442#1739246920.75597
