ID,x,y;ID,x,y;ID,x,y;ID,x,y;Time Frame was Captured;Time Packet was Sent;DLC_Latency#DeltaPacketTime#ValuesUpdate#FrameCreated
0,129.38124,12.811619;1,216.76604,9.119784;2,128.51738,100.04214;3,222.03214,100.18293;1739252809.3632848;1739252809.3799553;0.016671419143676758#0.02588#Open Loop#Open Loop
0,128.8068,12.41529;1,217.76633,9.885603;2,128.58824,100.771736;3,221.81049,100.80911;1739252809.373303;1739252809.3851426;0.011840581893920898#0.00519#Open Loop#Open Loop
0,128.92834,12.858386;1,217.43394,9.617839;2,129.10364,101.07187;3,221.33432,100.63942;1739252809.3832898;1739252809.3905463;0.007257699966430664#0.0054#Open Loop#Open Loop
0,128.92834,12.858386;1,217.43394,9.617839;2,129.10364,101.07187;3,221.33432,100.63942;1739252809.3832898;1739252809.3965204;0.013231754302978516#0.00598#Open Loop#Open Loop
0,129.40135,13.433092;1,217.51698,9.408859;2,129.17502,101.08885;3,221.3449,99.825935;1739252809.3933237;1739252809.4024477;0.009124994277954102#0.00593#Open Loop#Open Loop
0,129.40135,13.433092;1,217.51698,9.408859;2,129.17502,101.08885;3,221.3449,99.825935;1739252809.3933237;1739252809.4086113;0.015288829803466797#0.00617#Open Loop#Open Loop
0,128.92613,13.266716;1,217.68861,9.307733;2,128.71657,100.77342;3,221.39577,99.406586;1739252809.4032998;1739252809.4146078;0.011309146881103516#0.00599#Open Loop#Open Loop
0,129.85983,13.18998;1,217.96606,10.50057;2,128.88391,101.41082;3,221.57256,101.26373;1739252809.4133086;1739252809.4208934;0.007585763931274414#0.00628#Open Loop#Open Loop
0,129.85983,13.18998;1,217.96606,10.50057;2,128.88391,101.41082;3,221.57256,101.26373;1739252809.4133086;1739252809.4266376;0.01332998275756836#0.00574#Open Loop#Open Loop
0,129.00642,12.983594;1,217.69821,11.039549;2,128.70178,101.27112;3,221.88815,101.26006;1739252809.4233239;1739252809.4327412;0.009418249130249023#0.00611#Open Loop#Open Loop
