ID,x,y;ID,x,y;ID,x,y;ID,x,y;Time Frame was Captured;Time Packet was Sent;DLC_Latency#DeltaPacketTime#ValuesUpdate#FrameCreated
0,130.84592,14.7691555;1,219.00604,12.455715;2,129.36356,101.254906;3,221.58301,101.0762;1739252762.9354;1739252762.9498243;0.014426231384277344#0#Open Loop#Open Loop
0,130.50087,12.767064;1,219.6301,9.746377;2,129.60245,100.74559;3,222.67429,100.02085;1739252762.9446378;1739252762.9555614;0.010925054550170898#0.00529#Open Loop#Open Loop
0,130.16626,13.540611;1,219.40561,10.263878;2,129.82513,100.77356;3,222.59528,101.89838;1739252762.9554293;1739252762.9650736;0.009645700454711914#0.00936#Open Loop#Open Loop
0,129.85455,12.823637;1,219.41658,10.366587;2,129.67574,101.5755;3,222.69234,100.445625;1739252762.9646587;1739252762.972775;0.008117198944091797#0.0077#Open Loop#Open Loop
0,129.85455,12.823637;1,219.41658,10.366587;2,129.67574,101.5755;3,222.69234,100.445625;1739252762.9646587;1739252762.9795597;0.014901876449584961#0.00679#Open Loop#Open Loop
0,130.2657,13.016495;1,219.45995,9.995504;2,129.97795,101.16982;3,222.689,100.671196;1739252762.974651;1739252762.985599;0.010948896408081055#0.00604#Open Loop#Open Loop
0,130.53604,12.975743;1,219.47765,10.211537;2,129.8214,101.68632;3,222.85054,100.46399;1739252762.9846632;1739252762.9915898;0.0069277286529541016#0.00598#Open Loop#Open Loop
0,130.53604,12.975743;1,219.47765,10.211537;2,129.8214,101.68632;3,222.85054,100.46399;1739252762.9846632;1739252762.997317;0.012654781341552734#0.00573#Open Loop#Open Loop
0,129.27025,11.941137;1,219.61403,9.846767;2,128.82324,101.70784;3,222.02733,101.18614;1739252762.994667;1739252763.0036705;0.009004592895507812#0.00635#Open Loop#Open Loop
0,129.27025,11.941137;1,219.61403,9.846767;2,128.82324,101.70784;3,222.02733,101.18614;1739252762.994667;1739252763.0098197;0.015153646469116211#0.00615#Open Loop#Open Loop
0,130.21811,12.840472;1,219.11926,9.988188;2,128.75172,101.48703;3,222.88315,101.777054;1739252763.0047271;1739252763.015709;0.010982513427734375#0.00589#Open Loop#Open Loop
0,129.78528,12.351596;1,219.20381,11.526431;2,128.94655,101.448906;3,222.10954,101.014915;1739252763.014712;1739252763.0222037;0.007492542266845703#0.00649#Open Loop#Open Loop
0,129.78528,12.351596;1,219.20381,11.526431;2,128.94655,101.448906;3,222.10954,101.014915;1739252763.014712;1739252763.027842;0.013130664825439453#0.00564#Open Loop#Open Loop
0,130.09248,12.215501;1,219.69106,9.860706;2,129.29376,101.45164;3,222.61806,101.2751;1739252763.0254953;1739252763.033747;0.008252620697021484#0.0059#Open Loop#Open Loop
0,130.09248,12.215501;1,219.69106,9.860706;2,129.29376,101.45164;3,222.61806,101.2751;1739252763.0254953;1739252763.040395;0.014900445938110352#0.00665#Open Loop#Open Loop
0,129.96999,12.588281;1,219.413,10.8012295;2,129.19366,102.023575;3,222.74478,100.84367;1739252763.0347173;1739252763.046101;0.011384725570678711#0.00571#Open Loop#Open Loop
0,130.47916,12.713586;1,219.4652,9.1536665;2,129.15474,101.66633;3,222.64963,100.808685;1739252763.0447328;1739252763.0520768;0.007344961166381836#0.00597#Open Loop#Open Loop
0,130.47916,12.713586;1,219.4652,9.1536665;2,129.15474,101.66633;3,222.64963,100.808685;1739252763.0447328;1739252763.058419;0.013686895370483398#0.00634#Open Loop#Open Loop
0,129.48593,12.710653;1,218.61769,9.183081;2,129.62764,101.4171;3,223.18372,101.49115;1739252763.0555243;1739252763.064197;0.008673906326293945#0.00578#Open Loop#Open Loop
0,129.48593,12.710653;1,218.61769,9.183081;2,129.62764,101.4171;3,223.18372,101.49115;1739252763.0555243;1739252763.0709195;0.0153961181640625#0.00673#Open Loop#Open Loop
0,129.67671,12.044744;1,219.69102,10.459855;2,128.96867,101.86675;3,222.84781,101.244934;1739252763.064744;1739252763.0762367;0.011493921279907227#0.00531#Open Loop#Open Loop
0,130.0082,12.529286;1,219.16762,9.945827;2,129.29312,101.05768;3,222.64767,100.96175;1739252763.074744;1739252763.0823846;0.007641792297363281#0.00615#Open Loop#Open Loop
0,130.0082,12.529286;1,219.16762,9.945827;2,129.29312,101.05768;3,222.64767,100.96175;1739252763.074744;1739252763.0889215;0.014178991317749023#0.00654#Open Loop#Open Loop
0,130.65414,12.649483;1,219.0304,10.567758;2,128.93037,102.07874;3,222.67274,100.4693;1739252763.0848553;1739252763.0950627;0.010208845138549805#0.00615#Open Loop#Open Loop
0,130.65414,12.649483;1,219.0304,10.567758;2,128.93037,102.07874;3,222.67274,100.4693;1739252763.0848553;1739252763.1005294;0.015675067901611328#0.00546#Open Loop#Open Loop
0,130.11325,12.183973;1,219.64539,8.707566;2,129.05994,100.74441;3,222.86751,101.27438;1739252763.0955133;1739252763.10692;0.011407613754272461#0.00639#Open Loop#Open Loop
0,130.652,12.808542;1,219.74463,9.75778;2,129.17737,101.4354;3,222.24356,101.07394;1739252763.1047664;1739252763.1129465;0.008180856704711914#0.00603#Open Loop#Open Loop
0,130.652,12.808542;1,219.74463,9.75778;2,129.17737,101.4354;3,222.24356,101.07394;1739252763.1047664;1739252763.1188867;0.014121294021606445#0.00594#Open Loop#Open Loop
0,128.17209,13.311132;1,217.91089,13.321923;2,36.227245,193.5954;3,131.4456,196.26128;1739252763.1148033;1739252763.1251743;0.010372161865234375#0.00629#Open Loop#Open Loop
0,33.947933,104.765;1,127.645355,103.56496;2,37.15381,195.56343;3,128.73183,197.70851;1739252763.1247816;1739252763.1312141;0.006433725357055664#0.00604#Open Loop#Open Loop
0,33.947933,104.765;1,127.645355,103.56496;2,37.15381,195.56343;3,128.73183,197.70851;1739252763.1247816;1739252763.1372797;0.012499809265136719#0.00607#Open Loop#Open Loop
0,34.745316,104.200554;1,127.42235,103.337074;2,36.428165,195.47165;3,128.34676,197.48741;1739252763.1347842;1739252763.1431332;0.008349895477294922#0.00584#Open Loop#Open Loop
0,34.745316,104.200554;1,127.42235,103.337074;2,36.428165,195.47165;3,128.34676,197.48741;1739252763.1347842;1739252763.149295;0.014512777328491211#0.00617#Open Loop#Open Loop
0,34.53493,104.71443;1,128.0391,103.37873;2,36.84112,196.32683;3,128.60461,197.81473;1739252763.144814;1739252763.1556647;0.010851621627807617#0.00636#Open Loop#Open Loop
0,34.500095,104.378555;1,128.99092,103.84015;2,36.03059,196.48865;3,129.44295,197.33989;1739252763.1548119;1739252763.1613753;0.00656437873840332#0.00572#Open Loop#Open Loop
