ID,x,y;ID,x,y;ID,x,y;ID,x,y;Time Frame was Captured;Time Packet was Sent;DLC_Latency#DeltaPacketTime#ValuesUpdate#FrameCreated
0,47.76712,107.36771;1,141.48126,107.24381;2,46.274002,201.94162;3,139.90887,203.67508;1739415644.562405;1739415644.5740752;0.01167154312133789#0.00596#1739415644.57413#1739415644.57546
0,47.474224,107.85597;1,141.22452,107.89172;2,46.5561,202.5625;3,139.58224,204.52611;1739415644.572414;1739415644.5799599;0.007547140121459961#0.00588#1739415644.58#1739415644.58152
0,47.474224,107.85597;1,141.22452,107.89172;2,46.5561,202.5625;3,139.58224,204.52611;1739415644.572414;1739415644.5863872;0.01397395133972168#0.00643#1739415644.58644#1739415644.58758
0,48.158993,109.14645;1,139.36789,111.2519;2,52.136738,190.72054;3,231.0355,106.70717;1739415644.582443;1739415644.5921192;0.009677410125732422#0.00574#1739415644.59217#1739415644.59367
0,145.2802,21.207157;1,233.78873,24.592354;2,143.24306,108.95385;3,232.0676,108.65561;1739415644.582443;1739415644.5983322;0.015890121459960938#0.00621#1739415644.59838#1739415644.59971
0,145.2802,21.207157;1,233.78873,24.592354;2,143.24306,108.95385;3,232.0676,108.65561;1739415644.5924373;1739415644.6042604;0.01182413101196289#0.00593#1739415644.60432#1739415644.60578
0,144.45598,21.293674;1,236.60493,22.861134;2,141.01187,112.18352;3,237.59102,113.04373;1739415644.602453;1739415644.6101723;0.007720232009887695#0.00591#1739415644.61023#1739415644.61183
0,144.45598,21.293674;1,236.60493,22.861134;2,141.01187,112.18352;3,237.59102,113.04373;1739415644.602453;1739415644.6164832;0.014031410217285156#0.0063#1739415644.61653#1739415644.61789
0,144.4258,18.541704;1,237.41818,20.47898;2,140.68356,111.4642;3,236.24045,112.22376;1739415644.6124568;1739415644.6222708;0.009815692901611328#0.0058#1739415644.62233#1739415644.62395
0,144.23447,17.22806;1,238.04094,18.349937;2,140.97433,111.38503;3,235.3999,111.84324;1739415644.6124568;1739415644.6283987;0.015942811965942383#0.00612#1739415644.62844#1739415644.63
0,144.23447,17.22806;1,238.04094,18.349937;2,140.97433,111.38503;3,235.3999,111.84324;1739415644.6224618;1739415644.634657;0.01219630241394043#0.00626#1739415644.63471#1739415644.63608
0,142.00719,17.027542;1,237.35167,18.13005;2,140.54149,110.83089;3,233.70007,109.742195;1739415644.6324632;1739415644.640283;0.007820844650268555#0.00563#1739415644.64034#1739415644.64213
0,142.00719,17.027542;1,237.35167,18.13005;2,140.54149,110.83089;3,233.70007,109.742195;1739415644.6324632;1739415644.6466665;0.014204263687133789#0.00638#1739415644.64672#1739415644.64818
0,141.70995,17.11893;1,236.58444,17.485878;2,140.22661,111.42058;3,234.31395,110.25605;1739415644.6424694;1739415644.653246;0.01077723503112793#0.00658#1739415644.65329#1739415644.65426
0,143.49727,17.079027;1,237.40858,18.407349;2,141.1064,111.303665;3,235.73279,111.46602;1739415644.652483;1739415644.6589491;0.006467342376708984#0.00571#1739415644.659#1739415644.66031
0,143.49727,17.079027;1,237.40858,18.407349;2,141.1064,111.303665;3,235.73279,111.46602;1739415644.652483;1739415644.6647792;0.012297391891479492#0.00583#1739415644.66482#1739415644.66639
0,143.71417,16.56476;1,237.9066,17.281454;2,141.12607,111.63212;3,235.632,111.090614;1739415644.6624806;1739415644.6708004;0.008320808410644531#0.00602#1739415644.67085#1739415644.67243
0,143.71417,16.56476;1,237.9066,17.281454;2,141.12607,111.63212;3,235.632,111.090614;1739415644.6624806;1739415644.677013;0.014533519744873047#0.00622#1739415644.67706#1739415644.67851
0,144.26273,16.454367;1,238.21703,17.897772;2,141.25154,110.90817;3,236.46759,111.262566;1739415644.672481;1739415644.6833754;0.010895252227783203#0.00636#1739415644.68343#1739415644.68456
0,143.90637,17.120968;1,237.563,18.060444;2,140.80525,111.06524;3,235.95164,110.86411;1739415644.6825116;1739415644.6891515;0.006640911102294922#0.00577#1739415644.6892#1739415644.69062
0,143.90637,17.120968;1,237.563,18.060444;2,140.80525,111.06524;3,235.95164,110.86411;1739415644.6825116;1739415644.6947908;0.012280464172363281#0.00564#1739415644.69484#1739415644.69668
0,142.25284,17.18554;1,236.74301,17.409197;2,140.39594,111.07308;3,235.33481,111.19354;1739415644.6925104;1739415644.7011921;0.008682966232299805#0.0064#1739415644.70123#1739415644.70278
0,142.25284,17.18554;1,236.74301,17.409197;2,140.39594,111.07308;3,235.33481,111.19354;1739415644.6925104;1739415644.7073221;0.014812707901000977#0.00613#1739415644.70737#1739415644.70883
0,143.5829,17.18091;1,237.65878,18.929678;2,140.20415,111.88464;3,235.0545,112.31112;1739415644.7025304;1739415644.713385;0.010855913162231445#0.00606#1739415644.71343#1739415644.71485
0,143.07817,16.635574;1,237.8952,17.97965;2,140.41628,111.03978;3,235.54625,111.68444;1739415644.7125318;1739415644.7197723;0.007241725921630859#0.00639#1739415644.71982#1739415644.72093
0,143.07817,16.635574;1,237.8952,17.97965;2,140.41628,111.03978;3,235.54625,111.68444;1739415644.7125318;1739415644.725143;0.012612342834472656#0.00537#1739415644.7252#1739415644.72698
0,142.87663,16.342937;1,237.42001,17.492815;2,140.75684,111.222496;3,233.635,109.64113;1739415644.7225327;1739415644.7313051;0.008773565292358398#0.00616#1739415644.73135#1739415644.73311
0,142.87663,16.342937;1,237.42001,17.492815;2,140.75684,111.222496;3,233.635,109.64113;1739415644.7225327;1739415644.7376802;0.015148401260375977#0.00638#1739415644.73773#1739415644.7391
0,143.23404,16.557325;1,236.9829,17.325588;2,141.15326,109.89387;3,235.76546,109.00665;1739415644.7325463;1739415644.7436326;0.011087656021118164#0.00595#1739415644.74368#1739415644.74517
0,144.50293,16.502865;1,237.62566,17.047276;2,142.29329,110.427704;3,236.1623,111.07595;1739415644.7425628;1739415644.7499816;0.007420063018798828#0.00636#1739415644.75004#1739415644.75126
0,144.50293,16.502865;1,237.62566,17.047276;2,142.29329,110.427704;3,236.1623,111.07595;1739415644.7425628;1739415644.7554038;0.012841939926147461#0.00542#1739415644.75545#1739415644.75729
0,144.88835,17.197544;1,238.95282,17.991568;2,141.67868,111.19493;3,236.37138,111.44511;1739415644.7525804;1739415644.7616642;0.009084701538085938#0.00625#1739415644.76171#1739415644.76337
0,144.88835,17.197544;1,238.95282,17.991568;2,141.67868,111.19493;3,236.37138,111.44511;1739415644.7525804;1739415644.7680411;0.01546168327331543#0.00638#1739415644.76809#1739415644.76941
0,143.69293,17.061749;1,238.1614,18.518473;2,141.29047,111.669495;3,235.42241,111.5395;1739415644.7625837;1739415644.77383;0.011246919631958008#0.00579#1739415644.77389#1739415644.77548
0,143.3865,17.132748;1,237.71272,19.138027;2,140.15959,111.62505;3,235.67195,112.03276;1739415644.7725909;1739415644.7801156;0.007525920867919922#0.00628#1739415644.78017#1739415644.78152
0,143.3865,17.132748;1,237.71272,19.138027;2,140.15959,111.62505;3,235.67195,112.03276;1739415644.7725909;1739415644.786538;0.013948202133178711#0.00642#1739415644.78659#1739415644.7876
0,143.12749,18.213701;1,233.46547,22.052486;2,145.39275,104.53885;3,226.37178,102.50207;1739415644.782584;1739415644.7923892;0.009806632995605469#0.00585#1739415644.79244#1739415644.79365
0,48.82245,110.12551;1,138.24998,110.4949;2,48.614117,199.56741;3,137.68396,203.13124;1739415644.782584;1739415644.7982724;0.01568913459777832#0.00587#1739415644.79831#1739415644.79971
0,48.82245,110.12551;1,138.24998,110.4949;2,48.614117,199.56741;3,137.68396,203.13124;1739415644.792587;1739415644.8041766;0.011590719223022461#0.00591#1739415644.80424#1739415644.80578
0,47.362896,108.866585;1,140.78328,108.516205;2,47.58982,203.4168;3,140.84138,204.40613;1739415644.8026142;1739415644.8102326;0.007619380950927734#0.00605#1739415644.81028#1739415644.81183
0,47.362896,108.866585;1,140.78328,108.516205;2,47.58982,203.4168;3,140.84138,204.40613;1739415644.8026142;1739415644.8164442;0.013830900192260742#0.00621#1739415644.81651#1739415644.81792
0,48.86207,108.80633;1,141.83675,108.399315;2,47.742886,202.84683;3,140.49005,203.88869;1739415644.8126154;1739415644.8225183;0.009903907775878906#0.00608#1739415644.82258#1739415644.82396
0,49.576927,108.824646;1,142.94197,107.29953;2,48.30897,203.056;3,140.77136,204.09901;1739415644.8126154;1739415644.8285909;0.015976428985595703#0.00606#1739415644.82864#1739415644.83003
0,49.576927,108.824646;1,142.94197,107.29953;2,48.30897,203.056;3,140.77136,204.09901;1739415644.822619;1739415644.8348396;0.012221574783325195#0.00625#1739415644.83489#1739415644.83608
0,49.36498,108.33331;1,142.4666,108.28195;2,47.685253,201.66182;3,141.15288,204.00879;1739415644.8326342;1739415644.8406072;0.00797414779663086#0.00577#1739415644.84066#1739415644.84214
0,49.36498,108.33331;1,142.4666,108.28195;2,47.685253,201.66182;3,141.15288,204.00879;1739415644.8326342;1739415644.8467324;0.01409912109375#0.00612#1739415644.84678#1739415644.8482
0,48.33922,107.68472;1,142.55998,106.79214;2,47.355972,201.90494;3,140.71112,203.99763;1739415644.8426511;1739415644.8531256;0.010475635528564453#0.0064#1739415644.85318#1739415644.85425
0,48.03443,108.0669;1,142.23222,107.50751;2,47.353523,201.97931;3,140.29187,204.18687;1739415644.8526652;1739415644.8589735;0.0063097476959228516#0.00585#1739415644.85903#1739415644.86033
0,48.03443,108.0669;1,142.23222,107.50751;2,47.353523,201.97931;3,140.29187,204.18687;1739415644.8526652;1739415644.8648853;0.012221097946166992#0.0059#1739415644.86493#1739415644.86639
0,48.31652,108.67361;1,141.81517,107.64283;2,47.32382,202.54553;3,139.99309,204.67998;1739415644.862664;1739415644.8709211;0.008258342742919922#0.00604#1739415644.87098#1739415644.87246
0,48.31652,108.67361;1,141.81517,107.64283;2,47.32382,202.54553;3,139.99309,204.67998;1739415644.862664;1739415644.877162;0.014498710632324219#0.00624#1739415644.87721#1739415644.8785
0,48.189705,108.5406;1,141.41586,107.5587;2,47.101067,202.64066;3,139.84132,204.81567;1739415644.8726683;1739415644.8832097;0.01054239273071289#0.00605#1739415644.88327#1739415644.88458
0,47.76931,108.86584;1,141.31998,109.170334;2,46.350693,202.9687;3,139.94336,205.44354;1739415644.8826704;1739415644.8892133;0.0065441131591796875#0.006#1739415644.88926#1739415644.89062
0,47.76931,108.86584;1,141.31998,109.170334;2,46.350693,202.9687;3,139.94336,205.44354;1739415644.8826704;1739415644.895132;0.012462854385375977#0.00591#1739415644.89518#1739415644.89669
0,47.54937,108.40855;1,141.70088,107.700005;2,46.90242,202.63248;3,140.07045,204.70436;1739415644.892694;1739415644.9013386;0.00864553451538086#0.00622#1739415644.90139#1739415644.9028
0,47.54937,108.40855;1,141.70088,107.700005;2,46.90242,202.63248;3,140.07045,204.70436;1739415644.892694;1739415644.9074142;0.014721155166625977#0.00607#1739415644.90746#1739415644.90881
0,48.237274,108.41775;1,141.56615,108.327774;2,47.44462,202.76447;3,140.25749,204.78688;1739415644.9026923;1739415644.913358;0.010666608810424805#0.00595#1739415644.91342#1739415644.91488
0,48.32002,109.07445;1,141.51688,108.22365;2,47.901295,203.09425;3,140.80208,204.18889;1739415644.9127138;1739415644.919977;0.007263898849487305#0.00662#1739415644.92003#1739415644.92094
0,48.32002,109.07445;1,141.51688,108.22365;2,47.901295,203.09425;3,140.80208,204.18889;1739415644.9127138;1739415644.9255514;0.012838602066040039#0.00557#1739415644.9256#1739415644.92703
0,49.06515,108.255424;1,142.68263,108.85912;2,47.84309,203.40794;3,140.80533,204.66928;1739415644.9227102;1739415644.9317687;0.009059429168701172#0.00622#1739415644.93182#1739415644.93311
0,49.06515,108.255424;1,142.68263,108.85912;2,47.84309,203.40794;3,140.80533,204.66928;1739415644.9227102;1739415644.9375823;0.014873027801513672#0.00582#1739415644.93764#1739415644.93911
0,48.364025,108.44216;1,142.18481,107.82059;2,47.129448,201.6909;3,140.57503,203.92833;1739415644.9327185;1739415644.9436972;0.010979652404785156#0.00611#1739415644.94375#1739415644.94517
0,46.689907,105.814316;1,142.23662,106.34764;2,47.114662,200.46692;3,140.1157,203.1755;1739415644.9427207;1739415644.9498415;0.007122039794921875#0.00614#1739415644.94989#1739415644.95123
0,46.689907,105.814316;1,142.23662,106.34764;2,47.114662,200.46692;3,140.1157,203.1755;1739415644.9427207;1739415644.9555593;0.012839555740356445#0.00572#1739415644.95561#1739415644.9573
0,47.135906,107.55388;1,141.52809,106.039764;2,46.26848,201.41183;3,139.72067,204.42665;1739415644.9527247;1739415644.9617698;0.009046077728271484#0.00621#1739415644.96182#1739415644.96339
0,47.135906,107.55388;1,141.52809,106.039764;2,46.26848,201.41183;3,139.72067,204.42665;1739415644.9527247;1739415644.968128;0.015403985977172852#0.00636#1739415644.96818#1739415644.96942
0,47.25724,108.11155;1,141.34277,106.621;2,46.782387,201.95598;3,139.85043,204.11069;1739415644.9627373;1739415644.9741979;0.011461496353149414#0.00607#1739415644.97425#1739415644.97548
0,47.348755,108.99388;1,141.10762,108.38818;2,46.495,203.04225;3,139.96939,205.22157;1739415644.9727376;1739415644.9800177;0.007280826568603516#0.00581#1739415644.98006#1739415644.98152
0,47.348755,108.99388;1,141.10762,108.38818;2,46.495,203.04225;3,139.96939,205.22157;1739415644.9727376;1739415644.9864826;0.013746261596679688#0.00647#1739415644.98654#1739415644.98761
0,47.937782,109.48146;1,141.12192,109.801315;2,46.453472,203.53157;3,140.45625,205.9792;1739415644.982767;1739415644.992227;0.009460926055908203#0.00574#1739415644.99227#1739415644.99366
0,47.937782,109.48146;1,141.12192,109.801315;2,46.453472,203.53157;3,140.45625,205.9792;1739415644.982767;1739415644.99824;0.01547384262084961#0.00601#1739415644.99828#1739415644.99972
0,48.158703,109.32418;1,141.23354,109.02752;2,46.610905,203.50632;3,140.07849,205.03896;1739415644.992763;1739415645.0042806;0.011518478393554688#0.00604#1739415645.00433#1739415645.00578
0,48.749817,109.188255;1,141.5713,108.40865;2,47.48759,202.42448;3,140.38869,204.7271;1739415645.00279;1739415645.0103219;0.007532596588134766#0.00604#1739415645.01037#1739415645.01186
0,48.749817,109.188255;1,141.5713,108.40865;2,47.48759,202.42448;3,140.38869,204.7271;1739415645.00279;1739415645.0168135;0.014024734497070312#0.00649#1739415645.01686#1739415645.0179
0,48.94495,109.17077;1,142.54028,107.92693;2,47.81367,203.19283;3,140.42867,204.4523;1739415645.012793;1739415645.0224361;0.009644031524658203#0.00562#1739415645.02249#1739415645.02399
0,49.940376,109.63266;1,142.69691,107.7767;2,48.442142,202.84828;3,141.55206,204.06277;1739415645.012793;1739415645.0287383;0.015946149826049805#0.00631#1739415645.02879#1739415645.03002
0,49.940376,109.63266;1,142.69691,107.7767;2,48.442142,202.84828;3,141.55206,204.06277;1739415645.0228398;1739415645.0347364;0.011897563934326172#0.00599#1739415645.03479#1739415645.03608
0,49.04688,108.759476;1,143.0086,107.59223;2,48.16972,202.76984;3,140.45084,204.58821;1739415645.0328307;1739415645.0406458;0.007816314697265625#0.00591#1739415645.04069#1739415645.04214
0,49.04688,108.759476;1,143.0086,107.59223;2,48.16972,202.76984;3,140.45084,204.58821;1739415645.0328307;1739415645.0465803;0.013750314712524414#0.00594#1739415645.04663#1739415645.04819
0,48.19459,108.157585;1,141.6505,107.46917;2,46.404987,201.43393;3,140.22832,204.26859;1739415645.0430079;1739415645.0535324;0.010525941848754883#0.00695#1739415645.05359#1739415645.05429
0,47.300034,107.55169;1,141.44637,107.23583;2,46.06639,201.87871;3,138.35997,203.5074;1739415645.0528173;1739415645.0590947;0.006278276443481445#0.00556#1739415645.05915#1739415645.06032
0,47.300034,107.55169;1,141.44637,107.23583;2,46.06639,201.87871;3,138.35997,203.5074;1739415645.0528173;1739415645.0649612;0.012145042419433594#0.00587#1739415645.06501#1739415645.06639
0,47.161076,108.08116;1,140.7069,107.183105;2,45.88955,201.85164;3,140.05469,203.70396;1739415645.0628169;1739415645.0710795;0.008263587951660156#0.00612#1739415645.07113#1739415645.07245
0,47.161076,108.08116;1,140.7069,107.183105;2,45.88955,201.85164;3,140.05469,203.70396;1739415645.0628169;1739415645.0770488;0.014233112335205078#0.00597#1739415645.07709#1739415645.0785
0,47.484505,108.26112;1,141.00452,107.365204;2,46.570133,202.29283;3,140.16252,204.27933;1739415645.072837;1739415645.083717;0.01088094711303711#0.00667#1739415645.08376#1739415645.08458
0,48.004547,109.19931;1,140.45467,110.29502;2,54.175625,190.19115;3,231.98729,109.05938;1739415645.0828366;1739415645.0898104;0.006974935531616211#0.00609#1739415645.08986#1739415645.09064
0,48.004547,109.19931;1,140.45467,110.29502;2,54.175625,190.19115;3,231.98729,109.05938;1739415645.0828366;1739415645.0953398;0.012504100799560547#0.00553#1739415645.09539#1739415645.0967
0,145.45103,21.596966;1,233.52177,24.25322;2,143.57059,109.444214;3,231.95341,109.116875;1739415645.0928514;1739415645.1014256;0.008575201034545898#0.00608#1739415645.10148#1739415645.10275
0,145.45103,21.596966;1,233.52177,24.25322;2,143.57059,109.444214;3,231.95341,109.116875;1739415645.0928514;1739415645.1073873;0.014536857604980469#0.00597#1739415645.10744#1739415645.10882
0,145.08138,20.263456;1,236.80074,21.935688;2,141.76149,110.6887;3,237.79204,111.94829;1739415645.1028626;1739415645.1135154;0.010653972625732422#0.00612#1739415645.11357#1739415645.11487
0,144.9388,17.870266;1,238.25583,18.823498;2,141.63242,110.22655;3,235.74057,110.78913;1739415645.1028626;1739415645.119827;0.016965150833129883#0.00631#1739415645.11988#1739415645.12095
0,144.9388,17.870266;1,238.25583,18.823498;2,141.63242,110.22655;3,235.74057,110.78913;1739415645.113636;1739415645.1254995;0.01186513900756836#0.00568#1739415645.12556#1739415645.127
0,143.19574,16.638613;1,236.88225,17.407238;2,140.21596,111.2473;3,235.52255,111.047844;1739415645.1228724;1739415645.1313705;0.0084991455078125#0.00585#1739415645.13142#1739415645.1331
0,143.19574,16.638613;1,236.88225,17.407238;2,140.21596,111.2473;3,235.52255,111.047844;1739415645.1228724;1739415645.1375957;0.014724254608154297#0.00623#1739415645.13764#1739415645.13912
0,143.19798,16.784725;1,237.35294,18.181305;2,140.59454,111.61987;3,235.5549,112.04359;1739415645.1328874;1739415645.1436784;0.010792732238769531#0.00608#1739415645.14373#1739415645.14517
0,142.9564,17.180666;1,237.47748,19.115042;2,140.26079,111.81221;3,235.09851,113.00733;1739415645.142887;1739415645.1498196;0.006933927536010742#0.00614#1739415645.14987#1739415645.15124
0,142.9564,17.180666;1,237.47748,19.115042;2,140.26079,111.81221;3,235.09851,113.00733;1739415645.142887;1739415645.1559584;0.013072490692138672#0.00614#1739415645.15601#1739415645.15731
0,143.00371,17.73249;1,237.37746,19.554604;2,140.23402,111.99682;3,235.32123,112.43728;1739415645.1529157;1739415645.1619003;0.008985519409179688#0.00594#1739415645.16195#1739415645.1634
0,143.00371,17.73249;1,237.37746,19.554604;2,140.23402,111.99682;3,235.32123,112.43728;1739415645.1529157;1739415645.1682909;0.015376091003417969#0.00639#1739415645.16834#1739415645.16942
0,143.19788,16.97656;1,237.826,18.814222;2,140.41216,111.1389;3,236.20036,112.7335;1739415645.1629086;1739415645.1740377;0.011130332946777344#0.00575#1739415645.17408#1739415645.17549
0,143.44742,17.108168;1,237.57803,18.0671;2,141.34268,111.72484;3,236.1193,111.05908;1739415645.1729174;1739415645.1800606;0.007144927978515625#0.00603#1739415645.18011#1739415645.18154
0,143.44742,17.108168;1,237.57803,18.0671;2,141.34268,111.72484;3,236.1193,111.05908;1739415645.1729174;1739415645.186467;0.013550281524658203#0.0064#1739415645.18651#1739415645.1876
0,143.94257,16.88813;1,237.80298,17.917124;2,141.52571,109.99409;3,235.90736,109.65762;1739415645.1829374;1739415645.1922133;0.00927734375#0.00575#1739415645.19227#1739415645.19371
0,143.94257,16.88813;1,237.80298,17.917124;2,141.52571,109.99409;3,235.90736,109.65762;1739415645.1829374;1739415645.1983871;0.01545095443725586#0.00618#1739415645.19844#1739415645.19973
0,144.15936,16.491287;1,237.923,17.786043;2,141.2595,111.848114;3,235.62843,111.86876;1739415645.192935;1739415645.2043712;0.011437177658081055#0.00598#1739415645.20442#1739415645.20579
0,143.9852,17.365788;1,237.68388,18.041607;2,141.31248,111.058334;3,233.95064,110.13591;1739415645.2029364;1739415645.21042;0.0074846744537353516#0.00605#1739415645.21046#1739415645.21186
0,143.9852,17.365788;1,237.68388,18.041607;2,141.31248,111.058334;3,233.95064,110.13591;1739415645.2029364;1739415645.2166197;0.013684272766113281#0.0062#1739415645.21667#1739415645.2179
0,143.0134,16.41398;1,236.91371,17.341818;2,140.34158,109.85435;3,233.32631,109.31617;1739415645.2129588;1739415645.2225258;0.009567975997924805#0.00591#1739415645.22257#1739415645.22397
0,143.0134,16.41398;1,236.91371,17.341818;2,140.34158,109.85435;3,233.32631,109.31617;1739415645.2129588;1739415645.2284572;0.015499353408813477#0.00593#1739415645.22851#1739415645.23003
0,143.18915,15.6817875;1,236.76503,16.585936;2,140.9468,109.75455;3,233.95413,109.14777;1739415645.222965;1739415645.2346597;0.011695384979248047#0.0062#1739415645.2347#1739415645.23609
0,143.10725,16.28629;1,237.80777,16.318172;2,141.94403,109.379486;3,235.73288,109.408394;1739415645.2329657;1739415645.2406313;0.007666349411010742#0.00597#1739415645.24068#1739415645.24217
0,143.10725,16.28629;1,237.80777,16.318172;2,141.94403,109.379486;3,235.73288,109.408394;1739415645.2329657;1739415645.2467628;0.013797760009765625#0.00613#1739415645.2468#1739415645.24821
0,144.40465,16.976915;1,237.53087,17.156326;2,141.69159,111.08589;3,235.96707,110.93357;1739415645.2429795;1739415645.253332;0.010354042053222656#0.00658#1739415645.25339#1739415645.25428
0,144.49045,17.356573;1,238.6157,19.650969;2,141.17708,112.254906;3,236.46204,112.23527;1739415645.2530096;1739415645.2590768;0.006068229675292969#0.00574#1739415645.25912#1739415645.26033
0,144.49045,17.356573;1,238.6157,19.650969;2,141.17708,112.254906;3,236.46204,112.23527;1739415645.2530096;1739415645.2649596;0.011950969696044922#0.00588#1739415645.26501#1739415645.2664
0,143.76949,17.900993;1,237.61655,19.80973;2,140.30298,112.71376;3,236.07237,113.72554;1739415645.2629945;1739415645.2708368;0.007843255996704102#0.00588#1739415645.27089#1739415645.27245
0,143.76949,17.900993;1,237.61655,19.80973;2,140.30298,112.71376;3,236.07237,113.72554;1739415645.2629945;1739415645.276948;0.01395416259765625#0.00611#1739415645.277#1739415645.27852
0,143.00269,17.698538;1,237.23564,19.746866;2,139.87535,111.845825;3,235.59134,113.44241;1739415645.273799;1739415645.2837796;0.009981632232666016#0.00683#1739415645.28383#1739415645.28457
0,143.31616,19.056938;1,232.79561,21.647083;2,49.905647,196.43413;3,225.01733,102.56816;1739415645.283061;1739415645.2889953;0.0059354305267333984#0.00522#1739415645.28905#1739415645.29064
0,143.31616,19.056938;1,232.79561,21.647083;2,49.905647,196.43413;3,225.01733,102.56816;1739415645.283061;1739415645.2949722;0.011911869049072266#0.00598#1739415645.29502#1739415645.2967
0,48.94223,111.729416;1,140.7147,111.48811;2,49.530743,202.66995;3,139.93196,203.9308;1739415645.2930124;1739415645.3012497;0.008238554000854492#0.00628#1739415645.3013#1739415645.30277
0,48.94223,111.729416;1,140.7147,111.48811;2,49.530743,202.66995;3,139.93196,203.9308;1739415645.2930124;1739415645.3075376;0.0145263671875#0.00629#1739415645.30759#1739415645.30881
0,48.697605,109.52195;1,142.82216,109.13686;2,48.599747,203.8625;3,141.3633,205.46132;1739415645.3030505;1739415645.3133929;0.010343551635742188#0.00585#1739415645.31345#1739415645.31487
0,49.21913,108.25684;1,142.86288,108.159164;2,48.50785,202.52542;3,140.97722,204.3111;1739415645.3130412;1739415645.319854;0.006814002990722656#0.00646#1739415645.3199#1739415645.32095
0,49.21913,108.25684;1,142.86288,108.159164;2,48.50785,202.52542;3,140.97722,204.3111;1739415645.3130412;1739415645.3254402;0.012399911880493164#0.00559#1739415645.32549#1739415645.327
0,48.840767,107.86628;1,143.54291,106.875015;2,48.29437,200.94688;3,141.23206,203.26833;1739415645.3230655;1739415645.331422;0.008357763290405273#0.00598#1739415645.33147#1739415645.33309
