ID,x,y;ID,x,y;ID,x,y;ID,x,y;Time Frame was Captured;Time Packet was Sent;DLC_Latency#DeltaPacketTime#ValuesUpdate#FrameCreated
0,112.11381,32.1458;1,204.24422,31.324524;2,111.58628,123.02275;3,205.44536,120.09253;1739338666.0156128;1739338666.0266826;0.011070728302001953#0.0311#Open Loop#Open Loop
0,112.70463,32.860252;1,203.6423,31.43551;2,111.71521,122.77871;3,204.65619,120.79205;1739338666.0248644;1739338666.0317;0.006837129592895508#0.00502#Open Loop#Open Loop
0,112.70463,32.860252;1,203.6423,31.43551;2,111.71521,122.77871;3,204.65619,120.79205;1739338666.0248644;1739338666.0378466;0.012983083724975586#0.00615#Open Loop#Open Loop
0,112.87424,32.152515;1,202.2004,31.242224;2,112.506165,120.911896;3,205.27621,120.37656;1739338666.0348532;1739338666.0431805;0.008328437805175781#0.00533#Open Loop#Open Loop
0,112.87424,32.152515;1,202.2004,31.242224;2,112.506165,120.911896;3,205.27621,120.37656;1739338666.0348532;1739338666.049462;0.014609575271606445#0.00628#Open Loop#Open Loop
0,112.659706,31.348991;1,203.01416,30.742468;2,112.169174,122.53449;3,205.73851,120.09474;1739338666.0456824;1739338666.0555394;0.009858369827270508#0.00608#Open Loop#Open Loop
0,112.42857,32.11202;1,203.80771,30.715605;2,111.39222,122.40012;3,206.12462,120.61449;1739338666.0548685;1739338666.0613952;0.006527423858642578#0.00586#Open Loop#Open Loop
0,112.42857,32.11202;1,203.80771,30.715605;2,111.39222,122.40012;3,206.12462,120.61449;1739338666.0548685;1739338666.067047;0.01217961311340332#0.00565#Open Loop#Open Loop
0,112.49663,31.497803;1,204.02753,30.82463;2,111.67084,122.46825;3,205.99826,120.72807;1739338666.0648687;1739338666.0734293;0.00856161117553711#0.00638#Open Loop#Open Loop
0,112.49663,31.497803;1,204.02753,30.82463;2,111.67084,122.46825;3,205.99826,120.72807;1739338666.0648687;1739338666.0800753;0.015207529067993164#0.00665#Open Loop#Open Loop
0,112.21697,32.840317;1,202.06656,31.367481;2,112.02276,122.081024;3,205.65434,120.2043;1739338666.0749052;1739338666.0857813;0.010877609252929688#0.00571#Open Loop#Open Loop
