ID,x,y;ID,x,y;ID,x,y;ID,x,y;ID,x,y;ID,x,y;Time Frame was Captured;Time Packet was Sent;DLC_Latency#DeltaPacketTime#ValuesUpdate#FrameCreated
0,33.82743,121.20473;1,127.46752,120.00231;2,36.462624,213.2348;3,127.77605,214.20668;1739246900.157901;1739246900.1829784;0.025078296661376953#0.01628#1739246900.18307#1739246900.18529
0,33.145054,121.69044;1,127.48401,120.27815;2,36.168217,213.87589;3,127.87008,213.73553;1739246900.177917;1739246900.1985595;0.020643949508666992#0.01557#1739246900.19864#1739246900.20366
0,32.75759,120.87658;1,126.45342,120.17986;2,36.32724,213.82095;3,127.77551,213.92145;1739246900.1979115;1739246900.2165818;0.018671512603759766#0.01802#1739246900.21665#1739246900.22033
0,33.30788,121.08534;1,128.0759,120.051895;2,36.371056,213.25052;3,127.627144,213.42331;1739246900.2079227;1739246900.231947;0.02402496337890625#0.01536#1739246900.23202#1739246900.23525
0,34.032257,121.0563;1,127.69122,120.67021;2,36.473614,213.7707;3,127.82716,214.4428;1739246900.2279563;1739246900.2469206;0.018965721130371094#0.01497#1739246900.24697#1739246900.25392
0,33.740047,122.26617;1,127.79379,120.48224;2,36.999214,213.64734;3,128.13878,213.16806;1739246900.237951;1739246900.2621322;0.02418231964111328#0.01522#1739246900.26219#1739246900.26737
0,33.37969,121.56939;1,127.28469,120.507095;2,36.489502,213.58461;3,127.35091,213.33055;1739246900.2579734;1739246900.2798383;0.0218656063079834#0.01773#1739246900.27993#1739246900.28343
0,33.121513,121.43081;1,126.38622,120.29794;2,36.05521,213.99135;3,127.21412,214.25687;1739246900.2779703;1739246900.2952924;0.017323732376098633#0.01545#1739246900.29537#1739246900.29653
0,33.891514,121.651436;1,127.32961,120.26589;2,36.529877,213.37971;3,127.5593,214.06525;1739246900.2879808;1739246900.312426;0.02444624900817871#0.01711#1739246900.31249#1739246900.31769
0,33.476078,120.13308;1,127.36123,120.485985;2,36.45209,213.81859;3,127.63922,213.9793;1739246900.308011;1739246900.330561;0.02255105972290039#0.01814#1739246900.33064#1739246900.33433
0,33.321987,121.168106;1,127.06561,120.54236;2,36.830784,213.8562;3,128.35657,214.06866;1739246900.3280377;1739246900.347574;0.01953721046447754#0.01701#1739246900.34763#1739246900.35408
0,33.666977,122.22731;1,127.74012,120.09544;2,36.5614,213.38058;3,127.804756,214.19885;1739246900.3380365;1739246900.3620894;0.02405405044555664#0.01451#1739246900.36215#1739246900.36726
0,33.197174,121.30165;1,127.72555,120.547264;2,37.28147,213.71292;3,128.284,214.05113;1739246900.3580658;1739246900.3800714;0.022006511688232422#0.01799#1739246900.38014#1739246900.3844
