ID,x,y;ID,x,y;ID,x,y;ID,x,y;Time Frame was Captured;Time Packet was Sent;DLC_Latency#DeltaPacketTime#ValuesUpdate#FrameCreated
0,48.842087,108.56171;1,142.5989,107.805176;2,48.23296,203.34201;3,141.3606,203.9048;1739415647.9752674;1739415647.9867487;0.011482715606689453#0.00638#Open Loop#Open Loop
0,50.36567,109.31641;1,144.64314,108.6361;2,49.557976,204.1508;3,144.4733,203.94371;1739415647.9852862;1739415647.9925406;0.00725555419921875#0.00579#Open Loop#Open Loop
0,50.36567,109.31641;1,144.64314,108.6361;2,49.557976,204.1508;3,144.4733,203.94371;1739415647.9852862;1739415647.9992673;0.013981819152832031#0.00673#Open Loop#Open Loop
0,49.920776,108.785;1,144.85619,108.05843;2,49.078976,203.28055;3,141.55127,204.67365;1739415647.9952998;1739415648.004288;0.008989095687866211#0.00502#Open Loop#Open Loop
0,49.920776,108.785;1,144.85619,108.05843;2,49.078976,203.28055;3,141.55127,204.67365;1739415647.9952998;1739415648.0105956;0.015296697616577148#0.00631#Open Loop#Open Loop
0,48.669296,107.89183;1,142.94698,108.02607;2,47.024113,202.01187;3,140.70006,203.78899;1739415648.0052845;1739415648.0169315;0.011648178100585938#0.00633#Open Loop#Open Loop
0,46.93368,108.167435;1,141.40096,107.056946;2,46.048035,201.90395;3,138.44594,204.07643;1739415648.015318;1739415648.0229278;0.00761103630065918#0.006#Open Loop#Open Loop
0,46.93368,108.167435;1,141.40096,107.056946;2,46.048035,201.90395;3,138.44594,204.07643;1739415648.015318;1739415648.0289192;0.013602495193481445#0.00599#Open Loop#Open Loop
0,45.685436,107.97235;1,138.92188,106.62531;2,45.29734,201.94034;3,137.12105,203.91064;1739415648.0253801;1739415648.035535;0.01015615463256836#0.00662#Open Loop#Open Loop
0,47.195484,108.61218;1,139.70435,107.899414;2,46.197624,202.11667;3,138.02885,204.30435;1739415648.0353372;1739415648.0409338;0.005597591400146484#0.0054#Open Loop#Open Loop
0,47.195484,108.61218;1,139.70435,107.899414;2,46.197624,202.11667;3,138.02885,204.30435;1739415648.0353372;1739415648.0469103;0.011574506759643555#0.00597#Open Loop#Open Loop
0,48.395416,108.760216;1,142.29349,107.26336;2,47.48371,202.47856;3,140.91002,204.0082;1739415648.0453377;1739415648.053181;0.007844209671020508#0.00627#Open Loop#Open Loop
0,48.395416,108.760216;1,142.29349,107.26336;2,47.48371,202.47856;3,140.91002,204.0082;1739415648.0453377;1739415648.0593977;0.014060735702514648#0.00622#Open Loop#Open Loop
0,49.746246,108.73484;1,142.80289,108.09091;2,48.10933,203.23933;3,141.35442,204.11111;1739415648.0553548;1739415648.0653622;0.010008573532104492#0.00597#Open Loop#Open Loop
0,50.435196,108.91547;1,143.25424,107.53573;2,48.33335,203.58199;3,141.35364,204.42769;1739415648.0553548;1739415648.0714865;0.016132354736328125#0.00612#Open Loop#Open Loop
0,50.435196,108.91547;1,143.25424,107.53573;2,48.33335,203.58199;3,141.35364,204.42769;1739415648.0653596;1739415648.0773013;0.011942625045776367#0.00582#Open Loop#Open Loop
0,49.650555,108.951096;1,141.52983,108.52613;2,47.674644,203.69673;3,140.23314,204.93225;1739415648.0753675;1739415648.0837138;0.008347272872924805#0.00641#Open Loop#Open Loop
0,49.650555,108.951096;1,141.52983,108.52613;2,47.674644,203.69673;3,140.23314,204.93225;1739415648.0753675;1739415648.0901299;0.014764070510864258#0.00642#Open Loop#Open Loop
0,47.457535,111.4488;1,141.79745,110.70111;2,142.03299,107.47532;3,232.0687,110.62674;1739415648.0853705;1739415648.0958757;0.010506629943847656#0.00575#Open Loop#Open Loop
0,144.91924,20.823242;1,232.41666,25.07108;2,141.32906,109.4033;3,231.22081,109.44153;1739415648.0953746;1739415648.101886;0.00651240348815918#0.006#Open Loop#Open Loop
0,144.91924,20.823242;1,232.41666,25.07108;2,141.32906,109.4033;3,231.22081,109.44153;1739415648.0953746;1739415648.1074827;0.012109041213989258#0.0056#Open Loop#Open Loop
0,143.306,19.632036;1,235.73122,22.020348;2,139.43513,111.255516;3,235.42859,112.6469;1739415648.105392;1739415648.113681;0.00829005241394043#0.0062#Open Loop#Open Loop
0,143.306,19.632036;1,235.73122,22.020348;2,139.43513,111.255516;3,235.42859,112.6469;1739415648.105392;1739415648.1201754;0.01478433609008789#0.0065#Open Loop#Open Loop
0,143.91238,18.594048;1,236.75874,19.648682;2,139.99722,111.271484;3,235.15883,112.06776;1739415648.115407;1739415648.1261964;0.010790586471557617#0.00602#Open Loop#Open Loop
0,144.6137,17.318302;1,238.02641,18.905294;2,141.55818,110.67573;3,236.91708,109.93076;1739415648.1253946;1739415648.1320524;0.006659030914306641#0.00585#Open Loop#Open Loop
0,144.6137,17.318302;1,238.02641,18.905294;2,141.55818,110.67573;3,236.91708,109.93076;1739415648.1253946;1739415648.1384752;0.013081789016723633#0.00643#Open Loop#Open Loop
0,144.94276,16.253412;1,238.4177,17.765425;2,142.59572,110.29392;3,236.62144,111.00962;1739415648.135403;1739415648.144135;0.008733034133911133#0.00566#Open Loop#Open Loop
0,144.94276,16.253412;1,238.4177,17.765425;2,142.59572,110.29392;3,236.62144,111.00962;1739415648.135403;1739415648.1503623;0.014960527420043945#0.00623#Open Loop#Open Loop
0,144.68694,15.801437;1,238.59991,17.693531;2,142.12885,110.35297;3,236.44714,110.95754;1739415648.1454105;1739415648.157431;0.012021303176879883#0.00707#Open Loop#Open Loop
0,143.71854,16.008123;1,237.93427,17.612896;2,140.6384,109.96153;3,233.48012,110.53607;1739415648.1554184;1739415648.1621459;0.006728172302246094#0.00471#Open Loop#Open Loop
0,143.71854,16.008123;1,237.93427,17.612896;2,140.6384,109.96153;3,233.48012,110.53607;1739415648.1554184;1739415648.1688468;0.013429403305053711#0.00671#Open Loop#Open Loop
0,141.84967,17.179522;1,235.09958,17.16052;2,139.8761,110.92412;3,232.81854,110.978294;1739415648.1654449;1739415648.17432;0.00887608528137207#0.00547#Open Loop#Open Loop
0,141.84967,17.179522;1,235.09958,17.16052;2,139.8761,110.92412;3,232.81854,110.978294;1739415648.1654449;1739415648.1806524;0.015208244323730469#0.00633#Open Loop#Open Loop
0,141.47305,17.857841;1,236.63824,18.41508;2,140.37923,110.4799;3,233.47945,110.69615;1739415648.1754434;1739415648.1867292;0.011286735534667969#0.00607#Open Loop#Open Loop
0,143.16805,16.225794;1,237.20679,17.575865;2,140.09816,110.57111;3,233.7828,110.29817;1739415648.185459;1739415648.1925929;0.007134914398193359#0.00587#Open Loop#Open Loop
0,143.16805,16.225794;1,237.20679,17.575865;2,140.09816,110.57111;3,233.7828,110.29817;1739415648.185459;1739415648.1985884;0.013130426406860352#0.00599#Open Loop#Open Loop
0,143.9252,16.437725;1,237.19989,17.630608;2,141.529,111.52136;3,235.03653,111.11629;1739415648.1954715;1739415648.2047937;0.009323358535766602#0.0062#Open Loop#Open Loop
0,143.9252,16.437725;1,237.19989,17.630608;2,141.529,111.52136;3,235.03653,111.11629;1739415648.1954715;1739415648.2107599;0.015289545059204102#0.00596#Open Loop#Open Loop
0,144.2649,17.018757;1,238.1297,18.457539;2,141.33113,112.09253;3,235.41533,111.51005;1739415648.2054658;1739415648.2169306;0.011466264724731445#0.00618#Open Loop#Open Loop
0,143.52527,17.343977;1,237.87335,19.304955;2,140.31126,111.666016;3,235.8091,112.11766;1739415648.2154872;1739415648.223133;0.007647037506103516#0.00619#Open Loop#Open Loop
0,143.52527,17.343977;1,237.87335,19.304955;2,140.31126,111.666016;3,235.8091,112.11766;1739415648.2154872;1739415648.2289157;0.01342916488647461#0.00578#Open Loop#Open Loop
0,143.29332,18.278934;1,237.15398,19.993011;2,140.01474,112.50768;3,235.25662,112.435486;1739415648.2255042;1739415648.2351086;0.009605169296264648#0.00619#Open Loop#Open Loop
0,143.29332,18.278934;1,237.15398,19.993011;2,140.01474,112.50768;3,235.25662,112.435486;1739415648.2255042;1739415648.241105;0.01560211181640625#0.006#Open Loop#Open Loop
0,142.84114,17.561956;1,237.55473,19.77681;2,139.99083,112.233;3,235.64331,112.158516;1739415648.2355094;1739415648.2469814;0.011472940444946289#0.00588#Open Loop#Open Loop
0,143.04121,17.467697;1,237.58109,19.364712;2,140.33266,111.816315;3,235.67688,111.91083;1739415648.2454987;1739415648.253271;0.007773399353027344#0.00629#Open Loop#Open Loop
0,143.04121,17.467697;1,237.58109,19.364712;2,140.33266,111.816315;3,235.67688,111.91083;1739415648.2454987;1739415648.2588553;0.01335763931274414#0.00558#Open Loop#Open Loop
0,143.91058,16.809015;1,238.22153,17.89106;2,141.24773,110.79186;3,234.27956,110.18158;1739415648.2555132;1739415648.265392;0.009879589080810547#0.00653#Open Loop#Open Loop
0,144.54054,16.00404;1,237.87448,18.297665;2,142.17288,111.49632;3,236.10387,110.7456;1739415648.2555132;1739415648.2713597;0.01584768295288086#0.00597#Open Loop#Open Loop
0,144.54054,16.00404;1,237.87448,18.297665;2,142.17288,111.49632;3,236.10387,110.7456;1739415648.2655232;1739415648.2774334;0.011911153793334961#0.00607#Open Loop#Open Loop
0,144.64767,17.224163;1,238.18376,18.31215;2,141.58766,111.06477;3,235.86974,110.72414;1739415648.2755258;1739415648.283534;0.008008956909179688#0.0061#Open Loop#Open Loop
0,144.64767,17.224163;1,238.18376,18.31215;2,141.58766,111.06477;3,235.86974,110.72414;1739415648.2755258;1739415648.2898402;0.014315366744995117#0.00631#Open Loop#Open Loop
0,144.75148,20.252737;1,232.10063,23.183023;2,48.938477,199.39645;3,139.69104,202.47821;1739415648.2855434;1739415648.2956016;0.010059595108032227#0.00577#Open Loop#Open Loop
0,48.836033,109.93237;1,138.6489,110.54313;2,46.89321,200.1261;3,137.40677,204.2746;1739415648.295545;1739415648.3018303;0.006287574768066406#0.00623#Open Loop#Open Loop
0,48.836033,109.93237;1,138.6489,110.54313;2,46.89321,200.1261;3,137.40677,204.2746;1739415648.295545;1739415648.307949;0.012404918670654297#0.00611#Open Loop#Open Loop
0,46.90497,108.37522;1,140.01547,108.35043;2,47.286545,202.0493;3,140.50584,204.13158;1739415648.305544;1739415648.3138237;0.008280754089355469#0.00587#Open Loop#Open Loop
0,46.90497,108.37522;1,140.01547,108.35043;2,47.286545,202.0493;3,140.50584,204.13158;1739415648.305544;1739415648.3202446;0.014701604843139648#0.00642#Open Loop#Open Loop
0,48.51639,108.316505;1,142.1912,107.55551;2,47.51779,202.63652;3,140.59796,204.1947;1739415648.3163507;1739415648.3262377;0.009888172149658203#0.006#1739415648.32629#1739415648.32773
0,49.631134,108.78587;1,142.63809,107.254616;2,48.245556,203.46744;3,141.3954,204.2763;1739415648.3255715;1739415648.3319337;0.0063631534576416016#0.00569#1739415648.33198#1739415648.3338
0,49.631134,108.78587;1,142.63809,107.254616;2,48.245556,203.46744;3,141.3954,204.2763;1739415648.3255715;1739415648.3380556;0.012485265731811523#0.00612#1739415648.3381#1739415648.33985
0,49.426876,108.538414;1,141.82613,108.30608;2,48.305023,202.91045;3,140.56723,204.2064;1739415648.3355942;1739415648.3440626;0.008469343185424805#0.006#1739415648.34411#1739415648.34597
0,49.426876,108.538414;1,141.82613,108.30608;2,48.305023,202.91045;3,140.56723,204.2064;1739415648.3355942;1739415648.3505204;0.014927387237548828#0.00646#1739415648.35057#1739415648.35201
0,48.58416,109.26905;1,142.1028,107.76458;2,46.877155,202.94112;3,140.36926,205.38603;1739415648.3455787;1739415648.3565934;0.011015653610229492#0.00607#1739415648.35664#1739415648.35804
0,47.898735,108.92156;1,141.11835,109.14508;2,46.1144,203.01352;3,139.98026,205.48459;1739415648.3555934;1739415648.3624864;0.00689387321472168#0.00589#1739415648.36253#1739415648.3641
0,47.898735,108.92156;1,141.11835,109.14508;2,46.1144,203.01352;3,139.98026,205.48459;1739415648.3555934;1739415648.3689106;0.013318061828613281#0.00642#1739415648.36896#1739415648.37016
0,46.77502,108.81042;1,140.24835,108.56773;2,45.64751,203.5364;3,139.28685,205.11504;1739415648.3656006;1739415648.3743768;0.008777141571044922#0.00547#1739415648.37442#1739415648.37628
0,46.77502,108.81042;1,140.24835,108.56773;2,45.64751,203.5364;3,139.28685,205.11504;1739415648.3656006;1739415648.380414;0.014814376831054688#0.00603#1739415648.38046#1739415648.38227
0,47.436516,108.95009;1,140.3724,108.63834;2,46.599854,202.9006;3,140.52293,204.74405;1739415648.375612;1739415648.3866599;0.01104879379272461#0.00625#1739415648.38671#1739415648.38835
0,48.25595,108.57087;1,141.45511,108.269035;2,47.21273,202.64896;3,140.95662,204.42265;1739415648.385612;1739415648.3926299;0.0070188045501708984#0.00597#1739415648.39268#1739415648.3944
0,48.25595,108.57087;1,141.45511,108.269035;2,47.21273,202.64896;3,140.95662,204.42265;1739415648.385612;1739415648.3985212;0.012910127639770508#0.00589#1739415648.39857#1739415648.40048
0,49.435326,108.31846;1,142.76494,108.39963;2,48.350643,202.9539;3,141.46391,203.99016;1739415648.3956277;1739415648.4048076;0.009181022644042969#0.00629#1739415648.40486#1739415648.40653
0,49.435326,108.31846;1,142.76494,108.39963;2,48.350643,202.9539;3,141.46391,203.99016;1739415648.3956277;1739415648.4107425;0.015115499496459961#0.00593#1739415648.41078#1739415648.41258
0,50.087337,108.15767;1,143.25693,107.84069;2,48.84416,203.49223;3,141.1385,204.05206;1739415648.4056299;1739415648.4169495;0.01132059097290039#0.00621#1739415648.417#1739415648.41865
0,49.396584,108.56056;1,142.70143,108.23107;2,48.450073,203.01004;3,141.23611,204.48584;1739415648.4156463;1739415648.422902;0.007256746292114258#0.00595#1739415648.42295#1739415648.4247
0,49.396584,108.56056;1,142.70143,108.23107;2,48.450073,203.01004;3,141.23611,204.48584;1739415648.4156463;1739415648.428822;0.013176441192626953#0.00592#1739415648.42887#1739415648.43078
0,47.878914,107.98705;1,142.41835,107.32607;2,46.788464,202.08293;3,139.44014,203.78119;1739415648.4256468;1739415648.435037;0.009391069412231445#0.00621#1739415648.43508#1739415648.43683
0,47.878914,107.98705;1,142.41835,107.32607;2,46.788464,202.08293;3,139.44014,203.78119;1739415648.4256468;1739415648.4410439;0.015398263931274414#0.00601#1739415648.44109#1739415648.44291
0,47.2555,108.43254;1,140.16171,108.05014;2,46.56592,201.97264;3,139.7711,204.3479;1739415648.4356728;1739415648.447066;0.011394262313842773#0.00602#1739415648.44711#1739415648.44894
0,47.11369,108.738625;1,140.01607,107.85649;2,45.94663,202.86699;3,138.51628,205.01024;1739415648.4456704;1739415648.4533293;0.0076601505279541016#0.00626#1739415648.45338#1739415648.45504
0,47.11369,108.738625;1,140.01607,107.85649;2,45.94663,202.86699;3,138.51628,205.01024;1739415648.4456704;1739415648.4595523;0.013882875442504883#0.00623#1739415648.4596#1739415648.46107
0,47.109314,109.38743;1,140.40434,108.48608;2,46.458557,203.1502;3,140.13841,204.92348;1739415648.4556944;1739415648.4652734;0.009579896926879883#0.00571#1739415648.46532#1739415648.46713
0,47.109314,109.38743;1,140.40434,108.48608;2,46.458557,203.1502;3,140.13841,204.92348;1739415648.4556944;1739415648.4715812;0.01588749885559082#0.00631#1739415648.47163#1739415648.4732
0,48.64797,108.9554;1,141.96115,107.70973;2,47.295025,202.53197;3,140.65782,204.40852;1739415648.4657016;1739415648.4773738;0.011673450469970703#0.00579#1739415648.47742#1739415648.47924
0,49.002213,108.5804;1,141.83759,108.85854;2,48.07211,203.14803;3,140.88605,204.21916;1739415648.4757016;1739415648.4834871;0.00778651237487793#0.00611#1739415648.48353#1739415648.48532
0,49.002213,108.5804;1,141.83759,108.85854;2,48.07211,203.14803;3,140.88605,204.21916;1739415648.4757016;1739415648.4898686;0.014168024063110352#0.00638#1739415648.48992#1739415648.49138
0,48.816254,108.87436;1,141.64429,108.17291;2,47.79432,203.33965;3,140.69292,204.47258;1739415648.485724;1739415648.4955328;0.009809494018554688#0.00566#1739415648.49558#1739415648.49743
0,48.816254,108.87436;1,141.64429,108.17291;2,47.79432,203.33965;3,140.69292,204.47258;1739415648.485724;1739415648.5020075;0.016284704208374023#0.00648#1739415648.50206#1739415648.5035
0,49.118053,108.38618;1,141.65565,108.72272;2,47.80196,203.6635;3,140.10213,204.8598;1739415648.495722;1739415648.507797;0.012075662612915039#0.00579#1739415648.50784#1739415648.50955
0,48.428795,109.620476;1,141.48277,109.78852;2,47.68463,203.54219;3,140.25858,205.59555;1739415648.505721;1739415648.5137308;0.0080108642578125#0.00593#1739415648.51378#1739415648.51562
0,48.428795,109.620476;1,141.48277,109.78852;2,47.68463,203.54219;3,140.25858,205.59555;1739415648.505721;1739415648.5200772;0.014357328414916992#0.00634#1739415648.52012#1739415648.52167
0,47.736782,109.65767;1,142.07875,110.158424;2,46.36448,204.08102;3,140.23575,205.11333;1739415648.5157323;1739415648.526067;0.010336160659790039#0.006#1739415648.52612#1739415648.52776
0,47.90872,108.97969;1,140.81175,108.77372;2,46.883568,202.57043;3,140.38162,204.10066;1739415648.525743;1739415648.5320725;0.0063304901123046875#0.006#1739415648.53212#1739415648.53381
0,47.90872,108.97969;1,140.81175,108.77372;2,46.883568,202.57043;3,140.38162,204.10066;1739415648.525743;1739415648.5381565;0.012415409088134766#0.00609#1739415648.53821#1739415648.5399
0,47.18301,107.95581;1,141.603,107.217255;2,46.53169,201.8365;3,140.04773,203.91336;1739415648.5357487;1739415648.5442674;0.008519887924194336#0.0061#1739415648.54431#1739415648.54597
0,47.18301,107.95581;1,141.603,107.217255;2,46.53169,201.8365;3,140.04773,203.91336;1739415648.5357487;1739415648.550567;0.014819145202636719#0.0063#1739415648.55061#1739415648.55199
0,47.10212,107.7466;1,141.51082,107.345566;2,46.933804,201.81711;3,139.91086,203.81511;1739415648.545776;1739415648.5564532;0.010678291320800781#0.00589#1739415648.55651#1739415648.55805
0,49.853462,108.54441;1,141.49533,108.027725;2,47.149837,202.45296;3,140.75475,204.70541;1739415648.5557597;1739415648.5622947;0.0065364837646484375#0.00583#1739415648.56234#1739415648.56409
0,49.853462,108.54441;1,141.49533,108.027725;2,47.149837,202.45296;3,140.75475,204.70541;1739415648.5557597;1739415648.5684767;0.012718439102172852#0.00619#1739415648.56853#1739415648.5702
0,48.841705,108.7775;1,141.94934,108.32291;2,48.09134,203.4077;3,140.74025,204.56541;1739415648.5657732;1739415648.5747535;0.00898122787475586#0.00627#1739415648.5748#1739415648.57628
0,48.841705,108.7775;1,141.94934,108.32291;2,48.09134,203.4077;3,140.74025,204.56541;1739415648.5657732;1739415648.58048;0.014707803726196289#0.00573#1739415648.58052#1739415648.58229
0,48.38797,109.129105;1,141.6798,108.25554;2,47.314987,203.31479;3,139.99722,205.37125;1739415648.5757754;1739415648.5868661;0.011091470718383789#0.00638#1739415648.58691#1739415648.58838
0,47.429035,111.33016;1,227.24074,33.73104;2,143.00629,108.45887;3,232.30649,109.75622;1739415648.585776;1739415648.592576;0.00680088996887207#0.00571#1739415648.59262#1739415648.59441
0,47.429035,111.33016;1,227.24074,33.73104;2,143.00629,108.45887;3,232.30649,109.75622;1739415648.585776;1739415648.5992892;0.013514041900634766#0.00672#1739415648.59934#1739415648.60048
0,144.96234,20.331741;1,232.57324,24.851175;2,142.46468,107.669655;3,231.5222,108.47623;1739415648.5958004;1739415648.6045518;0.00875234603881836#0.00526#1739415648.6046#1739415648.60658
0,144.96234,20.331741;1,232.57324,24.851175;2,142.46468,107.669655;3,231.5222,108.47623;1739415648.5958004;1739415648.6107244;0.014925003051757812#0.00618#1739415648.61077#1739415648.61259
0,144.77748,17.65601;1,236.35237,19.97409;2,142.6735,109.240364;3,235.61429,111.14711;1739415648.60579;1739415648.6169217;0.011132478713989258#0.00619#1739415648.61697#1739415648.61865
0,144.81596,17.356808;1,237.74371,18.204617;2,142.06883,109.74679;3,236.66876,109.61536;1739415648.6158302;1739415648.6229222;0.007093191146850586#0.006#1739415648.62297#1739415648.62471
0,144.81596,17.356808;1,237.74371,18.204617;2,142.06883,109.74679;3,236.66876,109.61536;1739415648.6158302;1739415648.6287975;0.012968301773071289#0.00587#1739415648.62884#1739415648.63077
0,144.9962,17.795847;1,238.63316,18.228945;2,141.88821,111.05941;3,236.70842,112.363495;1739415648.6258261;1739415648.6350677;0.00924229621887207#0.00627#1739415648.63511#1739415648.63684
0,144.9962,17.795847;1,238.63316,18.228945;2,141.88821,111.05941;3,236.70842,112.363495;1739415648.6258261;1739415648.6412861;0.015460729598999023#0.00622#1739415648.64134#1739415648.6429
0,144.3644,16.994928;1,238.59575,19.46455;2,141.03427,111.63907;3,235.99675,111.44745;1739415648.6358435;1739415648.647148;0.01130533218383789#0.00586#1739415648.6472#1739415648.64897
0,142.76233,16.94138;1,236.74962,18.462143;2,139.7877,111.67985;3,234.98582,111.65207;1739415648.645838;1739415648.653595;0.007757902145385742#0.00644#1739415648.65364#1739415648.65502
0,142.76233,16.94138;1,236.74962,18.462143;2,139.7877,111.67985;3,234.98582,111.65207;1739415648.645838;1739415648.6588557;0.013018608093261719#0.00526#1739415648.6589#1739415648.66107
0,141.12985,17.785862;1,236.35043,19.240736;2,139.1249,111.28114;3,232.99446,112.34924;1739415648.6558733;1739415648.6650388;0.009166479110717773#0.00618#1739415648.66508#1739415648.66715
0,141.12985,17.785862;1,236.35043,19.240736;2,139.1249,111.28114;3,232.99446,112.34924;1739415648.6558733;1739415648.67135;0.015477657318115234#0.00631#1739415648.6714#1739415648.6732
0,141.99232,18.455317;1,236.66907,19.864098;2,138.63992,111.91787;3,232.69287,112.784454;1739415648.6658592;1739415648.677336;0.011477947235107422#0.00599#1739415648.67738#1739415648.67929
0,142.67476,17.92296;1,236.84216,19.262358;2,140.21992,111.34149;3,235.17525,111.67561;1739415648.675887;1739415648.683855;0.007968664169311523#0.00652#1739415648.6839#1739415648.68532
0,142.67476,17.92296;1,236.84216,19.262358;2,140.21992,111.34149;3,235.17525,111.67561;1739415648.675887;1739415648.6898277;0.013942241668701172#0.00598#1739415648.68988#1739415648.69139
0,143.74442,16.950554;1,238.3041,19.089432;2,141.75719,111.78552;3,236.65099,112.67292;1739415648.686107;1739415648.6959255;0.009819746017456055#0.0061#1739415648.69599#1739415648.69744
0,145.08261,16.575947;1,238.48056,18.400423;2,142.29457,110.72032;3,236.5965,109.640076;1739415648.695881;1739415648.7024126;0.0065326690673828125#0.00648#1739415648.70246#1739415648.70351
0,145.08261,16.575947;1,238.48056,18.400423;2,142.29457,110.72032;3,236.5965,109.640076;1739415648.695881;1739415648.7078981;0.012018203735351562#0.00549#1739415648.70795#1739415648.70958
