ID,x,y;ID,x,y;ID,x,y;ID,x,y;Time Frame was Captured;Time Packet was Sent;DLC_Latency#DeltaPacketTime#ValuesUpdate#FrameCreated
0,33.73485,103.97922;1,127.322235,102.72699;2,35.67898,194.99498;3,128.01558,196.93356;1739252851.428403;1739252851.441797;0.013395309448242188#0.02694#Open Loop#Open Loop
0,33.844902,104.36297;1,126.83596,102.8959;2,35.607742,194.45013;3,127.388016,196.98302;1739252851.438425;1739252851.4464338;0.008009672164916992#0.00464#Open Loop#Open Loop
0,33.844902,104.36297;1,126.83596,102.8959;2,35.607742,194.45013;3,127.388016,196.98302;1739252851.438425;1739252851.451349;0.012924909591674805#0.00491#Open Loop#Open Loop
0,34.104893,104.07454;1,126.784256,102.58073;2,36.04611,195.21991;3,127.433556,196.16862;1739252851.4484155;1739252851.4577782;0.009363651275634766#0.00643#Open Loop#Open Loop
0,34.104893,104.07454;1,126.784256,102.58073;2,36.04611,195.21991;3,127.433556,196.16862;1739252851.4484155;1739252851.4635384;0.015123844146728516#0.00576#Open Loop#Open Loop
0,33.81046,104.12527;1,127.20453,103.094124;2,35.72307,195.29114;3,127.30198,196.83675;1739252851.458445;1739252851.4700778;0.011633872985839844#0.00654#Open Loop#Open Loop
0,33.807377,102.27697;1,126.89565,102.48576;2,35.796043,195.00688;3,127.28279,196.66052;1739252851.4684954;1739252851.475522;0.007027626037597656#0.00544#Open Loop#Open Loop
0,33.807377,102.27697;1,126.89565,102.48576;2,35.796043,195.00688;3,127.28279,196.66052;1739252851.4684954;1739252851.481734;0.013239622116088867#0.00621#Open Loop#Open Loop
0,33.899376,103.4031;1,126.994804,102.81974;2,36.474094,195.31926;3,127.839226,196.17316;1739252851.4784513;1739252851.4878495;0.009399175643920898#0.00611#Open Loop#Open Loop
0,33.899376,103.4031;1,126.994804,102.81974;2,36.474094,195.31926;3,127.839226,196.17316;1739252851.4784513;1739252851.4939208;0.015470504760742188#0.00608#Open Loop#Open Loop
0,33.122627,103.15241;1,127.03244,102.58182;2,36.15059,194.68042;3,127.864395,195.90256;1739252851.4884715;1739252851.4999712;0.01150059700012207#0.00605#Open Loop#Open Loop
0,33.803417,102.68884;1,126.91786,102.839554;2,36.462406,195.77611;3,127.25927,195.92186;1739252851.4984653;1739252851.5065193;0.008054971694946289#0.00654#Open Loop#Open Loop
0,33.803417,102.68884;1,126.91786,102.839554;2,36.462406,195.77611;3,127.25927,195.92186;1739252851.4984653;1739252851.5120208;0.013556480407714844#0.0055#Open Loop#Open Loop
0,34.01797,102.88432;1,127.396225,103.10714;2,36.335052,194.73238;3,127.232864,197.51079;1739252851.5084822;1739252851.5181425;0.009661197662353516#0.00612#Open Loop#Open Loop
0,32.986664,103.33957;1,127.01072,102.61329;2,35.83333,195.70149;3,127.64998,196.87349;1739252851.5084822;1739252851.5243611;0.01587986946105957#0.00622#Open Loop#Open Loop
0,32.986664,103.33957;1,127.01072,102.61329;2,35.83333,195.70149;3,127.64998,196.87349;1739252851.518483;1739252851.5300677;0.011585712432861328#0.00571#Open Loop#Open Loop
0,33.69189,103.361496;1,126.21264,102.20281;2,36.242245,194.81953;3,127.74629,196.10129;1739252851.5284877;1739252851.5360413;0.007554769515991211#0.00597#Open Loop#Open Loop
0,33.69189,103.361496;1,126.21264,102.20281;2,36.242245,194.81953;3,127.74629,196.10129;1739252851.5284877;1739252851.5421786;0.013691902160644531#0.00614#Open Loop#Open Loop
0,33.743168,103.61169;1,126.96551,103.05923;2,36.249023,194.69762;3,127.5746,195.59283;1739252851.5385141;1739252851.5482814;0.009769201278686523#0.00611#Open Loop#Open Loop
0,33.688694,103.30713;1,127.78591,103.09506;2,36.387234,195.44025;3,127.82621,197.10742;1739252851.5385141;1739252851.554828;0.01631474494934082#0.00654#Open Loop#Open Loop
0,33.688694,103.30713;1,127.78591,103.09506;2,36.387234,195.44025;3,127.82621,197.10742;1739252851.548497;1739252851.5603921;0.011896371841430664#0.00557#Open Loop#Open Loop
0,34.282463,102.837;1,127.18599,103.08638;2,36.254864,194.86896;3,127.64852,196.99577;1739252851.558525;1739252851.5664108;0.007886648178100586#0.00602#Open Loop#Open Loop
