ID,x,y;ID,x,y;ID,x,y;ID,x,y;Time Frame was Captured;Time Packet was Sent;DLC_Latency#DeltaPacketTime#ValuesUpdate#FrameCreated
0,33.568977,104.19708;1,127.70411,103.31035;2,36.01562,195.16487;3,127.68832,196.7446;1739252830.390812;1739252830.4094555;0.0186460018157959#0.0265#Open Loop#Open Loop
0,33.568977,104.19708;1,127.70411,103.31035;2,36.01562,195.16487;3,127.68832,196.7446;1739252830.400846;1739252830.4157875;0.014943122863769531#0.00633#Open Loop#Open Loop
0,33.35724,104.006386;1,126.442604,102.679405;2,36.08866,195.2454;3,127.75585,196.81975;1739252830.410839;1739252830.4219396;0.011101722717285156#0.00615#Open Loop#Open Loop
0,33.853355,103.56875;1,127.27102,102.87617;2,35.54651,194.62877;3,127.26317,196.68185;1739252830.4208598;1739252830.4277866;0.006927967071533203#0.00585#Open Loop#Open Loop
0,33.853355,103.56875;1,127.27102,102.87617;2,35.54651,194.62877;3,127.26317,196.68185;1739252830.4208598;1739252830.4334974;0.012638568878173828#0.00571#Open Loop#Open Loop
0,33.31391,103.09468;1,126.5667,102.36196;2,35.88222,194.93224;3,128.1076,197.05875;1739252830.4308455;1739252830.4401598;0.009315252304077148#0.00666#Open Loop#Open Loop
0,33.31391,103.09468;1,126.5667,102.36196;2,35.88222,194.93224;3,128.1076,197.05875;1739252830.4308455;1739252830.4460733;0.015228986740112305#0.00591#Open Loop#Open Loop
0,34.30094,103.75573;1,127.02695,103.015495;2,35.887383,194.75731;3,128.7482,197.27495;1739252830.4408815;1739252830.4520648;0.011184453964233398#0.006#Open Loop#Open Loop
0,33.49201,103.342926;1,127.335884,102.94863;2,36.149784,195.50063;3,127.927826,196.95883;1739252830.4508696;1739252830.4579759;0.00710749626159668#0.00591#Open Loop#Open Loop
0,33.49201,103.342926;1,127.335884,102.94863;2,36.149784,195.50063;3,127.927826,196.95883;1739252830.4508696;1739252830.463743;0.012874364852905273#0.00577#Open Loop#Open Loop
